"","mem","women"
"1",-1.12470664440705,0.0463746742210096
"2",0.619196410684892,0.651900549610244
"3",-0.911386118212602,1.01614632195426
"4",-0.0380355841086316,-0.73535849676999
"5",1.11215706272881,-1.88997026381499
"6",0.122037361479186,0.0547959360292581
"7",-0.0126746894392045,0.512533237534203
"8",1.22358415960915,0.9599242394936
"9",0.012653753660686,1.4681058756109
"10",-1.16048464887302,-1.55837092175438
"11",0.0295213947169621,0.871251343737824
"12",1.00009915805816,-0.867232239583603
"13",0.322401878684227,-0.840787111292405
"14",-0.73535849676999,1.11215706272881
"15",-0.413777550438001,-0.225015017729882
"16",0.247502659515021,1.0722091670675
"17",1.32649352260468,-0.604357518408399
"18",0.479597829633243,-0.0549609169754532
"19",0.757817362346415,2.46929861951086
"20",-1.07116060026135,1.62427375140283
"21",-0.73535849676999,-1.77881877521584
"22",3.54971039505979,0.355599665219287
"23",0.130426501499536,-1.25920892126367
"24",0.355599665219287,0.814615609586968
"25",1.57755262290976,0.421828670816727
"26",1.41315472825402,1.55415063920058
"27",0.446607529360388,-0.413777550438001
"28",-0.422400585025134,-0.991112151362298
"29",-0.302018607488187,-0.569569854653424
"30",0.130426501499536,-0.482867238667102
"31",-2.30295050017775,0.397018754577187
"32",-0.595654869078624,-0.173845211771362
"33",-0.139805348555719,1.31859638482519
"34",0.105248407477157,-1.35842805422965
"35",1.3027926509863,-2.35993952874222
"36",1.96356671993842,0.838907912388496
"37",-0.0380355841086316,-1.6040955334054
"38",0.830813790181359,-0.173845211771362
"39",-1.73268923771802,0.305782082928894
"40",0.48783682062908,0.684550743539689
"41",-1.51275169072603,0.9599242394936
"42",0.130426501499536,1.44457406117104
"43",0.0968485874564588,1.17590647558253
"44",-0.422400585025134,0.0379498281343783
"45",-1.58579301191487,-0.259201857975327
"46",-0.122807343576645,0.421828670816727
"47",0.00421453989749609,-1.12470664440705
"48",-0.761663052909187,-0.656653917604411
"49",-1.09791551613702,-1.63158108595646
"50",1.4524211080852,0.264171439937305
"51",-0.840787111292405,-0.814377266705198
"52",-1.94578094622611,-1.11577223866668
"53",0.0463746742210096,-0.302018607488187
"54",-1.29523108876976,-1.98307568280151
"55",-0.0126746894392045,-0.063429013610156
"56",1.13608715903255,1.16794901795507
"57",0.863170439121923,0.676393242669349
"58",-0.78800261179475,0.668232378574476
"59",2.14621323459425,0.871251343737824
"60",1.62427375140283,-1.39463140329172
"61",0.611011926143346,-0.336338816487889
"62",-1.12470664440705,-1.64992601366595
"63",-0.964501111394085,-1.34938755369263
"64",-1.2862193992985,-0.242101057273053
"65",1.93296110799371,-0.929075284342235
"66",-0.182364332015503,0.314093725117672
"67",1.8408593105808,0.9599242394936
"68",1.22358415960915,0.105248407477157
"69",-0.165329756453223,-0.370718635085926
"70",0.21412292886995,0.749690006214281
"71",-0.508838170337321,0.305782082928894
"72",0.43009173734529,0.138812087552394
"73",0.927725492122352,-0.849598228990413
"74",-0.929075284342235,-1.33131893027301
"75",0.537198880080071,0.163947551986122
"76",0.692704883956432,0.700855666687096
"77",0.504304521730089,-0.344928174653364
"78",0.0379498281343783,0.496072383710946
"79",0.790293457542463,3.17212424515258
"80",1.89463742597055,0.305782082928894
"81",-0.726598073709658,1.12013697639533
"82",0.0379498281343783,1.38955745673487
"83",-1.03554354057189,0.984038974149344
"84",1.6398229867521,-0.840787111292405
"85",-2.28399056043146,0.272500569276161
"86",0.305782082928894,-0.66538343288668
"87",1.04820167403148,1.64759302633439
"88",-0.182364332015503,-1.87140161744228
"89",0.421828670816727,-0.973367483583418
"90",1.04820167403148,0.830813790181359
"91",-0.071900734510598,0.163947551986122
"92",-0.071900734510598,-0.071900734510598
"93",1.40529209634062,-1.41275793897397
"94",0.951879461662189,0.00421453989749609
"95",1.55415063920058,1.94826982923762
"96",-0.500177406435546,0.255838804334681
"97",1.68639753902032,0.272500569276161
"98",-1.37652145181645,-0.955638708926037
"99",-0.71784152608544,0.0379498281343783
"100",-0.709088850470031,-2.06724664839386
"101",-0.709088850470031,2.13863651657572
"102",-0.474217828181329,2.28962256963402
"103",0.537198880080071,1.47594360114658
"104",-1.65910485713287,0.222473140165149
"105",0.871251343737824,0.255838804334681
"106",0.163947551986122,-0.379322928019382
"107",-0.456930337491452,-0.823176633634605
"108",0.163947551986122,2.19161273977545
"109",-0.0126746894392045,0.272500569276161
"110",-1.25920892126367,-0.0464964415068367
"111",1.9023081005799,-0.474217828181329
"112",1.47594360114658,0.879328950698205
"113",0.130426501499536,1.04019270140281
"114",1.29488604988987,-0.0126746894392045
"115",0.41356215343547,1.46026504541065
"116",-0.543519170154031,-0.761663052909187
"117",2.07791813895979,-0.276317445364016
"118",2.15378705354325,-0.439657931873894
"119",-1.20529828717162,1.00009915805816
"120",-0.621774304029873,-0.00422827344514568
"121",0.43009173734529,0.163947551986122
"122",-1.55837092175438,0.903542012532981
"123",-0.867232239583603,0.992070694925689
"124",-0.474217828181329,-0.00422827344514568
"125",-0.456930337491452,0.684550743539689
"126",-0.379322928019382,-0.276317445364016
"127",-0.165329756453223,-1.88068376325444
"128",0.77406207034207,-0.353521261648196
"129",-2.26504876417095,1.40529209634062
"130",0.80651154577603,-1.17839793116501
"131",-0.422400585025134,0.709003094495778
