"","Var1","Var2","theta[feasible_index]","KLD.results$KLD$Men_KLD","KLD.results$KLD$Women_KLD","KLD.results$KLD$Pop_KLD","KLD.results$pop_variance"
"110",0.1,0.55,0.999999999999999,-2.54582757722879e-05,-2.54599119689688e-05,-5.09181877412567e-05,1.00082290927896
"126",0.01,0.56,0.0833333333333333,0.00341222990280004,0.000165087622000502,0.00357731752480054,0.993330462934195
"127",0.02,0.56,0.166666666666667,0.00514853781430651,0.000181054872289283,0.00532959268659579,0.935803606059651
"128",0.03,0.56,0.25,0.0169190150234076,0.00236355824807964,0.0192825732714872,1.04886160069235
"129",0.04,0.56,0.333333333333333,0.000284684904178355,0.000325163079214252,0.000609847983392607,0.940983937233004
"130",0.05,0.56,0.416666666666666,0.00251411994116073,0.00246436869306953,0.00497848863423026,0.966723613118127
"131",0.06,0.56,0.5,0.00643041559762804,0.0247764697666086,0.0312068853642367,0.947406348257474
"132",0.07,0.56,0.583333333333333,0.0287989064864343,0.0473525455681339,0.0761514520545682,1.06506134679788
"133",0.08,0.56,0.666666666666666,0.0308503729113057,0.0426393887944823,0.073489761705788,0.974216174439153
"134",0.09,0.56,0.749999999999999,0.112259753476642,0.134561559551958,0.246821313028599,0.993768929109319
"135",0.1,0.56,0.833333333333332,0.394942636431163,0.385007916024824,0.779950552455987,0.960627139426579
"136",0.11,0.56,0.916666666666666,1.06974921966807,1.07627074258409,2.14601996225216,0.984706508544658
"137",0.12,0.56,0.999999999999999,-2.55007237523313e-05,-2.54824425422594e-05,-5.09831662945907e-05,1.00049763847187
"151",0.01,0.57,0.0714285714285714,3.57481097450405e-05,0.00159581423662485,0.0016315623463699,0.941243975762411
"152",0.02,0.57,0.142857142857143,0.000406845846378276,0.00332330173194546,0.00373014757832374,0.965098856487824
"153",0.03,0.57,0.214285714285714,0.000801248268575086,6.74506988144595e-06,0.000807993338456532,0.980103478145292
"154",0.04,0.57,0.285714285714285,2.33020411918161e-05,0.00330325305562695,0.00332655509681877,0.937319924658865
"155",0.05,0.57,0.357142857142857,0.000720843314104519,0.00375521605690716,0.00447605937101168,0.959788404064084
"156",0.06,0.57,0.428571428571428,0.00357851413392266,0.0127306635309536,0.0163091776648762,1.00636809487355
"157",0.07,0.57,0.5,0.00143943020445738,0.0253600240997745,0.0267994543042319,0.986224536216204
"158",0.08,0.57,0.571428571428571,0.0416913189654552,0.0339110700556368,0.075602389021092,1.07190563026046
"159",0.09,0.57,0.642857142857142,0.0302576237750382,0.0277747560366445,0.0580323798116827,0.981440497892365
"160",0.1,0.57,0.714285714285714,0.0780153102739092,0.0689374711298149,0.146952781403724,0.989814286566269
"161",0.11,0.57,0.785714285714285,0.217028647186437,0.19794957397679,0.414978221163227,1.01733692451954
"162",0.12,0.57,0.857142857142856,0.528335739920809,0.528448688327855,1.05678442824866,0.933129585153505
"163",0.13,0.57,0.928571428571428,1.22606054592306,1.22850142802932,2.45456197395237,0.967834594504586
