"","mu","p","theta","KLD","Population_Variance"
"2395",0.22,0.75,0.44,0.0616531068667245,1.21317398031607
"2396",0.225,0.75,0.45,0.0532222224036078,1.25952408965781
"2397",0.23,0.75,0.46,0.0358538185770259,1.3165904617907
"2398",0.235,0.75,0.47,0.0245091297377248,1.35780779506394
"2399",0.24,0.75,0.48,-0.00652441238276225,1.43221239891967
"2400",0.245,0.75,0.49,-0.037966114269043,1.50854131178669
"2401",0.25,0.75,0.5,-0.0594015316953808,1.56090042115674
"2402",0.01,0.755,0.0196078431372549,-0.191186005385587,0.501670413838965
"2403",0.015,0.755,0.0294117647058824,-0.188876182573244,0.503441030189778
"2404",0.02,0.755,0.0392156862745098,-0.195411902541367,0.496095038249808
"2405",0.025,0.755,0.0490196078431373,-0.188250530008122,0.502824303024101
"2406",0.03,0.755,0.0588235294117647,-0.186277680772304,0.503855990527283
"2407",0.035,0.755,0.0686274509803922,-0.17710718028307,0.512342906650055
"2408",0.04,0.755,0.0784313725490196,-0.169543334756882,0.518285414712825
"2409",0.045,0.755,0.0882352941176471,-0.163908187128455,0.523656021181476
"2410",0.05,0.755,0.0980392156862745,-0.164260173290264,0.521456358985968
"2411",0.055,0.755,0.107843137254902,-0.156853738237819,0.527382368377435
"2412",0.06,0.755,0.117647058823529,-0.145724585948855,0.539306517053422
"2413",0.065,0.755,0.127450980392157,-0.139462581257315,0.542999238032316
"2414",0.07,0.755,0.137254901960784,-0.135221153602284,0.545951075250284
"2415",0.075,0.755,0.147058823529412,-0.121281477503583,0.558283446257112
"2416",0.08,0.755,0.156862745098039,-0.11547926949644,0.565645022168959
"2417",0.085,0.755,0.166666666666667,-0.103827938849427,0.576440254382891
"2418",0.09,0.755,0.176470588235294,-0.0994074419226169,0.579731497204126
"2419",0.095,0.755,0.186274509803922,-0.0850393313310769,0.59660415263033
"2420",0.1,0.755,0.196078431372549,-0.0783726149294397,0.602690230382728
"2421",0.105,0.755,0.205882352941176,-0.0675342840927052,0.615612552158528
"2422",0.11,0.755,0.215686274509804,-0.056029935744661,0.626453656708149
"2423",0.115,0.755,0.225490196078431,-0.0492204692648995,0.634808879793404
"2424",0.12,0.755,0.235294117647059,-0.0331018077014788,0.656573741567528
"2425",0.125,0.755,0.245098039215686,-0.0225888922070787,0.671373720269932
"2426",0.13,0.755,0.254901960784314,-0.0135768765633704,0.686988635208554
"2427",0.135,0.755,0.264705882352941,-0.00118599935930527,0.70418792548331
"2428",0.14,0.755,0.274509803921569,0.00479893166460131,0.715725810472872
"2429",0.145,0.755,0.284313725490196,0.0179405877702491,0.740165533367462
"2430",0.15,0.755,0.294117647058824,0.0254922575933216,0.754107470105591
"2431",0.155,0.755,0.303921568627451,0.0335078567017499,0.767855359419254
"2432",0.16,0.755,0.313725490196078,0.041212983579343,0.787320676568037
"2433",0.165,0.755,0.323529411764706,0.0501412974628539,0.809680809071651
"2434",0.17,0.755,0.333333333333333,0.0601509437780157,0.842540535928366
"2435",0.175,0.755,0.343137254901961,0.067101600029183,0.873439090904159
"2436",0.18,0.755,0.352941176470588,0.0720235856013396,0.896688034430711
"2437",0.185,0.755,0.362745098039216,0.0791660460908491,0.927323984916243
"2438",0.19,0.755,0.372549019607843,0.0797262765823718,0.953841747165428
"2439",0.195,0.755,0.382352941176471,0.0864444732752987,0.983625243960684
"2440",0.2,0.755,0.392156862745098,0.0859507029624939,1.0186489198984
"2441",0.205,0.755,0.401960784313726,0.0873896550423417,1.06076568206985
"2442",0.21,0.755,0.411764705882353,0.0861300999549713,1.09046520799897
"2443",0.215,0.755,0.42156862745098,0.0806560172936801,1.13616849757706
"2444",0.22,0.755,0.431372549019608,0.0746423187106796,1.16764307252918
"2445",0.225,0.755,0.441176470588235,0.0659223108679355,1.2213946191198
"2446",0.23,0.755,0.450980392156863,0.0525043453566607,1.28043736879123
"2447",0.235,0.755,0.46078431372549,0.0397292034996876,1.32399229396765
"2448",0.24,0.755,0.470588235294118,0.0233883210123266,1.36781461118942
"2449",0.245,0.755,0.480392156862745,0.00380540926248139,1.42829098082472
"2450",0.25,0.755,0.490196078431373,-0.0246886225243857,1.49932645670339
"2451",0.01,0.76,0.0192307692307692,-0.190112712978203,0.502719575815361
"2452",0.015,0.76,0.0288461538461538,-0.190638127510439,0.501547462094258
"2453",0.02,0.76,0.0384615384615385,-0.187123928586688,0.50515285995722
"2454",0.025,0.76,0.0480769230769231,-0.188670896022493,0.502362872657061
"2455",0.03,0.76,0.0576923076923077,-0.184485577825505,0.505465502522938
"2456",0.035,0.76,0.0673076923076923,-0.18040114187957,0.508793885603125
"2457",0.04,0.76,0.0769230769230769,-0.172191114560188,0.515471085083897
"2458",0.045,0.76,0.0865384615384616,-0.168059835230644,0.518469134400534
"2459",0.05,0.76,0.0961538461538462,-0.163109952969755,0.522923606302008
"2460",0.055,0.76,0.105769230769231,-0.157052304458923,0.527153524521099
"2461",0.06,0.76,0.115384615384615,-0.146336098700046,0.537423013636468
"2462",0.065,0.76,0.125,-0.139174195860821,0.54349283019167
"2463",0.07,0.76,0.134615384615385,-0.132585509395382,0.54879706929467
"2464",0.075,0.76,0.144230769230769,-0.122536930202731,0.558773762334666
"2465",0.08,0.76,0.153846153846154,-0.117247048351884,0.562407254693252
"2466",0.085,0.76,0.163461538461538,-0.111234921026383,0.567703354915537
"2467",0.09,0.76,0.173076923076923,-0.097017436660091,0.582297669544091
"2468",0.095,0.76,0.182692307692308,-0.0872104318549934,0.59142312575402
"2469",0.1,0.76,0.192307692307692,-0.0747315644228599,0.606777267565291
"2470",0.105,0.76,0.201923076923077,-0.0656960523969836,0.61612036499068
"2471",0.11,0.76,0.211538461538462,-0.0563815546862064,0.624057485357392
"2472",0.115,0.76,0.221153846153846,-0.049880472105863,0.634125279830367
"2473",0.12,0.76,0.230769230769231,-0.0402203774919093,0.644026643063483
"2474",0.125,0.76,0.240384615384615,-0.0298796989804591,0.657508047818799
"2475",0.13,0.76,0.25,-0.0148241888779403,0.68182722877787
"2476",0.135,0.76,0.259615384615385,-0.0133807256664848,0.680234412105549
"2477",0.14,0.76,0.269230769230769,0.00139941231829224,0.703236748664884
"2478",0.145,0.76,0.278846153846154,0.0134445552099529,0.730012648734847
"2479",0.15,0.76,0.288461538461538,0.0209941969202407,0.738519022492333
"2480",0.155,0.76,0.298076923076923,0.0299951808420954,0.758193898464038
"2481",0.16,0.76,0.307692307692308,0.0389276145450031,0.778004223892543
"2482",0.165,0.76,0.317307692307692,0.0496242555301667,0.80794109406478
"2483",0.17,0.76,0.326923076923077,0.0586297059553574,0.829267554273196
"2484",0.175,0.76,0.336538461538462,0.0646491508656782,0.852946029582058
"2485",0.18,0.76,0.346153846153846,0.0703458284618624,0.88584294348954
"2486",0.185,0.76,0.355769230769231,0.0786486726250423,0.908875777053579
"2487",0.19,0.76,0.365384615384615,0.0799288417863808,0.927229284915283
"2488",0.195,0.76,0.375,0.0854178441775521,0.96817327499119
"2489",0.2,0.76,0.384615384615385,0.089360320559406,0.993643498181915
"2490",0.205,0.76,0.394230769230769,0.089772031180883,1.02980610215337
"2491",0.21,0.76,0.403846153846154,0.0915964371334979,1.06450104072167
"2492",0.215,0.76,0.413461538461538,0.0881880917517168,1.10780149048578
"2493",0.22,0.76,0.423076923076923,0.0839186572336033,1.13991224948305
"2494",0.225,0.76,0.432692307692308,0.080103427403309,1.18010747376444
"2495",0.23,0.76,0.442307692307692,0.0722778938258419,1.21453736619108
"2496",0.235,0.76,0.451923076923077,0.0631846787960991,1.26164542947349
"2497",0.24,0.76,0.461538461538462,0.0375141624179622,1.33757408084761
"2498",0.245,0.76,0.471153846153846,0.0280394288863649,1.37831060413331
"2499",0.25,0.76,0.480769230769231,0.00828484153141887,1.43060776214627
"2500",0.01,0.765,0.0188679245283019,-0.193226425686581,0.49953123783531
"2501",0.015,0.765,0.0283018867924528,-0.185032736718903,0.507395178627342
"2502",0.02,0.765,0.0377358490566038,-0.18984622514043,0.501823254170344
"2503",0.025,0.765,0.0471698113207547,-0.183825359830234,0.50706997370423
"2504",0.03,0.765,0.0566037735849057,-0.17952495919083,0.511055973393481
"2505",0.035,0.765,0.0660377358490566,-0.177752092121565,0.511646029784065
"2506",0.04,0.765,0.0754716981132075,-0.173644879612465,0.514278910561622
"2507",0.045,0.765,0.0849056603773585,-0.169442417086823,0.517424383780759
"2508",0.05,0.765,0.0943396226415094,-0.160967867617437,0.524367581367904
"2509",0.055,0.765,0.10377358490566,-0.156593260764627,0.527241756134504
"2510",0.06,0.765,0.113207547169811,-0.149785799135835,0.533522502592573
"2511",0.065,0.765,0.122641509433962,-0.141778190128498,0.540517805802851
"2512",0.07,0.765,0.132075471698113,-0.137692116387889,0.541791239198529
"2513",0.075,0.765,0.141509433962264,-0.127087974541032,0.553302150977384
"2514",0.08,0.765,0.150943396226415,-0.11746462281527,0.560755923603542
"2515",0.085,0.765,0.160377358490566,-0.108015810622041,0.570916938644056
"2516",0.09,0.765,0.169811320754717,-0.102931255633675,0.574360858318713
"2517",0.095,0.765,0.179245283018868,-0.0922600341170271,0.583994459616204
"2518",0.1,0.765,0.188679245283019,-0.0837041005874343,0.593177547371292
"2519",0.105,0.765,0.19811320754717,-0.068797861437182,0.61094644086016
"2520",0.11,0.765,0.207547169811321,-0.0592472636021992,0.621025309761572
"2521",0.115,0.765,0.216981132075472,-0.0542834708342798,0.624525283499912
"2522",0.12,0.765,0.226415094339623,-0.0430394783689547,0.640036486443981
"2523",0.125,0.765,0.235849056603774,-0.0340913594205015,0.649900435369955
"2524",0.13,0.765,0.245283018867925,-0.0204745131315592,0.671145491328301
"2525",0.135,0.765,0.254716981132075,-0.0110673732739786,0.678400991425666
"2526",0.14,0.765,0.264150943396226,-0.00193878302355468,0.695381039502355
"2527",0.145,0.765,0.273584905660377,0.00964118927576422,0.718735752780459
"2528",0.15,0.765,0.283018867924528,0.019435911484737,0.73360280325665
"2529",0.155,0.765,0.292452830188679,0.030226742631671,0.75533607376079
"2530",0.16,0.765,0.30188679245283,0.0394720592052863,0.770138530908706
"2531",0.165,0.765,0.311320754716981,0.0499714539295117,0.79701543701618
"2532",0.17,0.765,0.320754716981132,0.0551794535200454,0.809236195468597
"2533",0.175,0.765,0.330188679245283,0.0621103304792466,0.842893228092009
"2534",0.18,0.765,0.339622641509434,0.0701249341856317,0.861102384848991
"2535",0.185,0.765,0.349056603773585,0.0780641401876335,0.884913689255327
"2536",0.19,0.765,0.358490566037736,0.0837102317897387,0.906029248067839
"2537",0.195,0.765,0.367924528301887,0.0883213684041919,0.942286455056213
"2538",0.2,0.765,0.377358490566038,0.0913240593468778,0.980475821948676
"2539",0.205,0.765,0.386792452830189,0.095437953993834,1.00418332263232
"2540",0.21,0.765,0.39622641509434,0.0958415891486724,1.04175836130009
"2541",0.215,0.765,0.405660377358491,0.0929019843491998,1.07315321539956
"2542",0.22,0.765,0.415094339622641,0.0922915044118207,1.10852901791046
"2543",0.225,0.765,0.424528301886792,0.0884652402618829,1.1418663087055
"2544",0.23,0.765,0.433962264150943,0.0800439590150778,1.19020241328251
"2545",0.235,0.765,0.443396226415094,0.0755398025997631,1.23607272295376
"2546",0.24,0.765,0.452830188679245,0.0644061730821756,1.27341850168073
"2547",0.245,0.765,0.462264150943396,0.0464855134887192,1.33757941733672
"2548",0.25,0.765,0.471698113207547,0.0279111774081707,1.38306056488643
"2549",0.01,0.77,0.0185185185185185,-0.191686438116631,0.501097995206547
"2550",0.015,0.77,0.0277777777777778,-0.191275377867916,0.501007258080204
"2551",0.02,0.77,0.037037037037037,-0.189207264252227,0.502313758791777
"2552",0.025,0.77,0.0462962962962963,-0.182476254275405,0.508506962011408
"2553",0.03,0.77,0.0555555555555556,-0.18852421009814,0.501445183179649
"2554",0.035,0.77,0.0648148148148148,-0.180310973237804,0.508860897671577
"2555",0.04,0.77,0.0740740740740741,-0.169608158049035,0.518961475062014
"2556",0.045,0.77,0.0833333333333333,-0.169975463763861,0.516987075610517
"2557",0.05,0.77,0.0925925925925926,-0.163754800012963,0.522316191687786
"2558",0.055,0.77,0.101851851851852,-0.160995476800207,0.522668965490891
"2559",0.06,0.77,0.111111111111111,-0.154680694921322,0.528146519734221
"2560",0.065,0.77,0.12037037037037,-0.147357086039676,0.532878868675051
"2561",0.07,0.77,0.12962962962963,-0.138105746151077,0.542442550079822
"2562",0.075,0.77,0.138888888888889,-0.126125884771592,0.553537599416091
"2563",0.08,0.77,0.148148148148148,-0.117637271557908,0.561845982727277
"2564",0.085,0.77,0.157407407407407,-0.112031673063606,0.566862168465346
"2565",0.09,0.77,0.166666666666667,-0.102093553679062,0.573936465966039
"2566",0.095,0.77,0.175925925925926,-0.0935893206335258,0.582619529999689
"2567",0.1,0.77,0.185185185185185,-0.0860725700124378,0.59101195017306
"2568",0.105,0.77,0.194444444444444,-0.0755845062883509,0.600417437726348
"2569",0.11,0.77,0.203703703703704,-0.0618223192493509,0.614016664090691
"2570",0.115,0.77,0.212962962962963,-0.0479066576404485,0.633445041783631
"2571",0.12,0.77,0.222222222222222,-0.0470296213226221,0.632129149832925
"2572",0.125,0.77,0.231481481481481,-0.0327291670134563,0.649896278062683
"2573",0.13,0.77,0.240740740740741,-0.0226109575392939,0.661148394461102
"2574",0.135,0.77,0.25,-0.0140209028423537,0.672058686325842
"2575",0.14,0.77,0.259259259259259,0.000449579317305639,0.697568863989579
"2576",0.145,0.77,0.268518518518519,0.00780000017843254,0.71054235020958
"2577",0.15,0.77,0.277777777777778,0.0187082667587192,0.722631267701335
"2578",0.155,0.77,0.287037037037037,0.028153405945588,0.740834747342832
"2579",0.16,0.77,0.296296296296296,0.032851342529431,0.756255184568639
"2580",0.165,0.77,0.305555555555556,0.0456307670575918,0.77871528081765
"2581",0.17,0.77,0.314814814814815,0.0530157650867002,0.7930666147626
"2582",0.175,0.77,0.324074074074074,0.0609864025521355,0.815397599551626
"2583",0.18,0.77,0.333333333333333,0.0684386564519675,0.842041575347132
"2584",0.185,0.77,0.342592592592593,0.0799145166739253,0.865439621552373
"2585",0.19,0.77,0.351851851851852,0.0812816772739782,0.891897351242257
"2586",0.195,0.77,0.361111111111111,0.0889385098418574,0.91789009693259
"2587",0.2,0.77,0.37037037037037,0.0925861446946478,0.941554413194405
"2588",0.205,0.77,0.37962962962963,0.0957052230118301,0.983201322591926
"2589",0.21,0.77,0.388888888888889,0.0989335613179827,1.00833248510408
"2590",0.215,0.77,0.398148148148148,0.100511269747087,1.0443036781375
"2591",0.22,0.77,0.407407407407407,0.0987430178124923,1.07678531456405
"2592",0.225,0.77,0.416666666666667,0.0962235633315581,1.10851429185002
"2593",0.23,0.77,0.425925925925926,0.0945816611783665,1.14257200417983
"2594",0.235,0.77,0.435185185185185,0.086839647339611,1.18899314850379
"2595",0.24,0.77,0.444444444444444,0.0839632886156959,1.22575349010509
"2596",0.245,0.77,0.453703703703704,0.0707011994785513,1.26951216847338
"2597",0.25,0.77,0.462962962962963,0.050483492962085,1.34327037099005
"2598",0.01,0.775,0.0181818181818182,-0.193645639353878,0.499224602515747
"2599",0.015,0.775,0.0272727272727273,-0.188057451197362,0.504271500773833
"2600",0.02,0.775,0.0363636363636364,-0.187282285289313,0.504658496127341
"2601",0.025,0.775,0.0454545454545455,-0.191938626184124,0.499318397948163
"2602",0.03,0.775,0.0545454545454545,-0.183350633301276,0.506569610098494
"2603",0.035,0.775,0.0636363636363636,-0.177353525466555,0.512120130117874
"2604",0.04,0.775,0.0727272727272727,-0.174923247509835,0.512979773192919
"2605",0.045,0.775,0.0818181818181818,-0.168471958210904,0.518490858783096
"2606",0.05,0.775,0.0909090909090909,-0.161176813499061,0.524861106020417
"2607",0.055,0.775,0.1,-0.15818144696172,0.525341910900724
"2608",0.06,0.775,0.109090909090909,-0.14989201815016,0.533070625663878
"2609",0.065,0.775,0.118181818181818,-0.143143005935557,0.538460673858952
"2610",0.07,0.775,0.127272727272727,-0.141181845788877,0.539109670736731
"2611",0.075,0.775,0.136363636363636,-0.129797395405546,0.548345583233532
"2612",0.08,0.775,0.145454545454545,-0.124706223960927,0.551724245099212
"2613",0.085,0.775,0.154545454545455,-0.115845722039021,0.561327173607653
"2614",0.09,0.775,0.163636363636364,-0.106897525279942,0.568013980102842
"2615",0.095,0.775,0.172727272727273,-0.0944674135736638,0.583625174016657
"2616",0.1,0.775,0.181818181818182,-0.0908130825046356,0.582014412012968
"2617",0.105,0.775,0.190909090909091,-0.0747103464281334,0.601272387746679
"2618",0.11,0.775,0.2,-0.0648453314527524,0.61284381389155
"2619",0.115,0.775,0.209090909090909,-0.0566676471370766,0.620398878926307
"2620",0.12,0.775,0.218181818181818,-0.0463067384927978,0.633699634218141
"2621",0.125,0.775,0.227272727272727,-0.0419578574376023,0.635065554714292
"2622",0.13,0.775,0.236363636363636,-0.0305994963721118,0.648179170723475
"2623",0.135,0.775,0.245454545454545,-0.0186189823228719,0.666013752385751
"2624",0.14,0.775,0.254545454545455,-0.00813559165728042,0.67559396088189
"2625",0.145,0.775,0.263636363636364,0.00734918640927879,0.706413940939185
"2626",0.15,0.775,0.272727272727273,0.015148237189784,0.713574873335294
"2627",0.155,0.775,0.281818181818182,0.0248903650069685,0.738776371320503
"2628",0.16,0.775,0.290909090909091,0.0337071913351334,0.746987955248999
"2629",0.165,0.775,0.3,0.0439495063191297,0.769956155117536
"2630",0.17,0.775,0.309090909090909,0.0505058891073152,0.785877961847321
"2631",0.175,0.775,0.318181818181818,0.0599004894678863,0.808285786130647
"2632",0.18,0.775,0.327272727272727,0.0678611766886531,0.82607400814886
"2633",0.185,0.775,0.336363636363636,0.0758474927927051,0.853723370382313
"2634",0.19,0.775,0.345454545454545,0.0822095143437482,0.882178629252667
"2635",0.195,0.775,0.354545454545455,0.0910368969703251,0.896854123222211
"2636",0.2,0.775,0.363636363636364,0.0933854082991971,0.930198235375008
"2637",0.205,0.775,0.372727272727273,0.098818251802378,0.954463011207338
"2638",0.21,0.775,0.381818181818182,0.103145357857578,0.979648356461247
"2639",0.215,0.775,0.390909090909091,0.102736561047316,1.00956854007073
"2640",0.22,0.775,0.4,0.103824472255529,1.05241990157963
"2641",0.225,0.775,0.409090909090909,0.100552544410037,1.08654806532813
"2642",0.23,0.775,0.418181818181818,0.101649553552987,1.12508178261405
"2643",0.235,0.775,0.427272727272727,0.0993740194108375,1.14848128230401
"2644",0.24,0.775,0.436363636363636,0.0923941178271622,1.19401396044086
"2645",0.245,0.775,0.445454545454545,0.0866189369517408,1.23292893609241
"2646",0.25,0.775,0.454545454545455,0.0748509447213921,1.28822783607978
"2647",0.01,0.78,0.0178571428571429,-0.184945216477026,0.507815501864906
"2648",0.015,0.78,0.0267857142857143,-0.191453912878637,0.500691026426383
"2649",0.02,0.78,0.0357142857142857,-0.187848924067512,0.504235311751086
"2650",0.025,0.78,0.0446428571428571,-0.184726862983611,0.506361297823597
"2651",0.03,0.78,0.0535714285714286,-0.182952227994183,0.507534362563556
"2652",0.035,0.78,0.0625,-0.176980363098076,0.51183521436326
"2653",0.04,0.78,0.0714285714285714,-0.17688218788666,0.511045830501189
"2654",0.045,0.78,0.0803571428571429,-0.16946960519858,0.517175033849289
"2655",0.05,0.78,0.0892857142857143,-0.167733016193152,0.517437306608543
"2656",0.055,0.78,0.0982142857142857,-0.159573126741283,0.524542304096185
"2657",0.06,0.78,0.107142857142857,-0.154161486412906,0.528589115731163
"2658",0.065,0.78,0.116071428571429,-0.148106966263609,0.532617998048986
"2659",0.07,0.78,0.125,-0.140375784528607,0.538463992710067
"2660",0.075,0.78,0.133928571428571,-0.132467704774961,0.544885087027125
"2661",0.08,0.78,0.142857142857143,-0.126702419359908,0.550530542211601
"2662",0.085,0.78,0.151785714285714,-0.116967724595994,0.558514289071013
"2663",0.09,0.78,0.160714285714286,-0.107865927465287,0.568503358939514
"2664",0.095,0.78,0.169642857142857,-0.0983888786403751,0.574627202715619
"2665",0.1,0.78,0.178571428571429,-0.090061803397246,0.5818049528828
"2666",0.105,0.78,0.1875,-0.0763230910950865,0.598846280500871
"2667",0.11,0.78,0.196428571428571,-0.0690378663994568,0.60371986770198
"2668",0.115,0.78,0.205357142857143,-0.0623746783145742,0.61064342438426
"2669",0.12,0.78,0.214285714285714,-0.0491896203756445,0.627459970469804
"2670",0.125,0.78,0.223214285714286,-0.041408399714419,0.634092730108885
"2671",0.13,0.78,0.232142857142857,-0.0287186486165436,0.650039807573339
"2672",0.135,0.78,0.241071428571429,-0.0207483221816237,0.659235406745936
"2673",0.14,0.78,0.25,-0.0110532061420832,0.67151513194396
"2674",0.145,0.78,0.258928571428571,0.00328362582698504,0.695513891398783
"2675",0.15,0.78,0.267857142857143,0.0097753154339171,0.701010239703004
"2676",0.155,0.78,0.276785714285714,0.0198627616204757,0.719411871931525
"2677",0.16,0.78,0.285714285714286,0.0289000466813144,0.731273714078385
"2678",0.165,0.78,0.294642857142857,0.0404645523177902,0.75532756876736
"2679",0.17,0.78,0.303571428571429,0.0464140621190433,0.772042542742839
"2680",0.175,0.78,0.3125,0.055787555295881,0.798356031275322
"2681",0.18,0.78,0.321428571428571,0.0695325928243415,0.820682745196322
"2682",0.185,0.78,0.330357142857143,0.0735501365467839,0.838602754162054
"2683",0.19,0.78,0.339285714285714,0.0802226757883733,0.859552427115569
"2684",0.195,0.78,0.348214285714286,0.086936293367612,0.879055240970396
"2685",0.2,0.78,0.357142857142857,0.0945236722518528,0.908932129334206
"2686",0.205,0.78,0.366071428571429,0.099269036832052,0.934474456516763
"2687",0.21,0.78,0.375,0.10118513646883,0.962774906649267
"2688",0.215,0.78,0.383928571428571,0.107466809358113,0.987970186918564
"2689",0.22,0.78,0.392857142857143,0.107394881302683,1.01715017424133
"2690",0.225,0.78,0.401785714285714,0.110036970421168,1.04506949741983
"2691",0.23,0.78,0.410714285714286,0.109331170863371,1.09245526770406
"2692",0.235,0.78,0.419642857142857,0.104009412148694,1.13760580200047
"2693",0.24,0.78,0.428571428571429,0.101007081440588,1.16515927855639
"2694",0.245,0.78,0.4375,0.0898822437407584,1.21143810156075
"2695",0.25,0.78,0.446428571428571,0.0877009040892712,1.24753134233515
"2696",0.01,0.785,0.0175438596491228,-0.193851850264215,0.499030773620782
"2697",0.015,0.785,0.0263157894736842,-0.192933187412971,0.499583327617602
"2698",0.02,0.785,0.0350877192982456,-0.18841939919365,0.503302651586396
"2699",0.025,0.785,0.043859649122807,-0.184077804985798,0.507123074158976
"2700",0.03,0.785,0.0526315789473684,-0.182109135454992,0.508130673287657
"2701",0.035,0.785,0.0614035087719298,-0.179011155412213,0.510249740808928
"2702",0.04,0.785,0.0701754385964912,-0.177053484099921,0.51101385737157
"2703",0.045,0.785,0.0789473684210526,-0.171240708495177,0.515811679015808
"2704",0.05,0.785,0.087719298245614,-0.165662293189429,0.519712595663259
"2705",0.055,0.785,0.0964912280701754,-0.15823942272306,0.524774364722165
"2706",0.06,0.785,0.105263157894737,-0.150993580745544,0.531728704669315
"2707",0.065,0.785,0.114035087719298,-0.147342673857545,0.533351969684944
"2708",0.07,0.785,0.12280701754386,-0.141398957310958,0.537932610060195
"2709",0.075,0.785,0.131578947368421,-0.130704343837609,0.546999804320035
"2710",0.08,0.785,0.140350877192982,-0.126313669298507,0.551382254552241
"2711",0.085,0.785,0.149122807017544,-0.116677861287495,0.559233604073562
"2712",0.09,0.785,0.157894736842105,-0.111534863673665,0.561646273833233
"2713",0.095,0.785,0.166666666666667,-0.0996148343952072,0.571864493278725
"2714",0.1,0.785,0.175438596491228,-0.0911926898407796,0.581633089516808
"2715",0.105,0.785,0.184210526315789,-0.0826762229607538,0.589462539049789
"2716",0.11,0.785,0.192982456140351,-0.0704793360151531,0.603571483392868
"2717",0.115,0.785,0.201754385964912,-0.0638947043020827,0.608555595845776
"2718",0.12,0.785,0.210526315789474,-0.0524562777588764,0.620292779099633
"2719",0.125,0.785,0.219298245614035,-0.0410250583854464,0.634001143023515
"2720",0.13,0.785,0.228070175438596,-0.0314103902578275,0.646148067764793
"2721",0.135,0.785,0.236842105263158,-0.0232613262811373,0.653163812703481
"2722",0.14,0.785,0.245614035087719,-0.0146873491517924,0.661111350431975
"2723",0.145,0.785,0.254385964912281,-0.00433918200504796,0.678430345635121
"2724",0.15,0.785,0.263157894736842,0.00539379285156644,0.694149187866741
"2725",0.155,0.785,0.271929824561403,0.0160395472742981,0.711025997730289
"2726",0.16,0.785,0.280701754385965,0.0254629824190167,0.727169047337703
"2727",0.165,0.785,0.289473684210526,0.0372021706250703,0.743609214589312
"2728",0.17,0.785,0.298245614035088,0.0481573145650419,0.758321028848633
"2729",0.175,0.785,0.307017543859649,0.0540804658690891,0.774664275123219
"2730",0.18,0.785,0.315789473684211,0.0651661807578751,0.803443048935548
"2731",0.185,0.785,0.324561403508772,0.0727587807575571,0.82002322931453
"2732",0.19,0.785,0.333333333333333,0.079077735311398,0.842618572403279
"2733",0.195,0.785,0.342105263157895,0.0842524120102048,0.863525222813517
"2734",0.2,0.785,0.350877192982456,0.0969159417189846,0.892300539345329
"2735",0.205,0.785,0.359649122807018,0.10081151265491,0.92233351892436
"2736",0.21,0.785,0.368421052631579,0.107309182028005,0.942445970797512
"2737",0.215,0.785,0.37719298245614,0.110393983956145,0.9701224183408
"2738",0.22,0.785,0.385964912280702,0.114219586857075,0.994268615639264
"2739",0.225,0.785,0.394736842105263,0.113434983279401,1.03508912255418
"2740",0.23,0.785,0.403508771929825,0.109781214848319,1.06127838090269
"2741",0.235,0.785,0.412280701754386,0.114934096261585,1.09072820130988
"2742",0.24,0.785,0.421052631578947,0.110899658095746,1.12371933349501
"2743",0.245,0.785,0.429824561403509,0.109459995200537,1.16470944189238
"2744",0.25,0.785,0.43859649122807,0.100401544356993,1.20471268763859
"2745",0.01,0.79,0.0172413793103448,-0.190380167524517,0.502499856367064
"2746",0.015,0.79,0.0258620689655172,-0.190765793240432,0.501606466108939
"2747",0.02,0.79,0.0344827586206897,-0.185252228804181,0.506667125497316
"2748",0.025,0.79,0.0431034482758621,-0.182677762777925,0.508171761593922
"2749",0.03,0.79,0.0517241379310345,-0.181380069958935,0.509309302376201
"2750",0.035,0.79,0.0603448275862069,-0.17882279534826,0.510123057565007
"2751",0.04,0.79,0.0689655172413793,-0.174482506300515,0.513729936425053
"2752",0.045,0.79,0.0775862068965517,-0.169440176496122,0.517494533491909
"2753",0.05,0.79,0.0862068965517241,-0.163371007602477,0.522212467359138
"2754",0.055,0.79,0.0948275862068965,-0.163449236921282,0.520432609787508
"2755",0.06,0.79,0.103448275862069,-0.155904584519972,0.526103890868382
"2756",0.065,0.79,0.112068965517241,-0.145962578479282,0.534225314417464
"2757",0.07,0.79,0.120689655172414,-0.13821166016809,0.541369197153911
"2758",0.075,0.79,0.129310344827586,-0.129935260456409,0.548988772947442
"2759",0.08,0.79,0.137931034482759,-0.126380226332313,0.549138104074566
"2760",0.085,0.79,0.146551724137931,-0.115841081753695,0.560056435100985
"2761",0.09,0.79,0.155172413793103,-0.111414671166786,0.562818527243734
"2762",0.095,0.79,0.163793103448276,-0.100911890195113,0.572580758035246
"2763",0.1,0.79,0.172413793103448,-0.0922430106852239,0.580161218182873
"2764",0.105,0.79,0.181034482758621,-0.0859347238597298,0.585197408965827
"2765",0.11,0.79,0.189655172413793,-0.0764082098637213,0.594749155241578
"2766",0.115,0.79,0.198275862068965,-0.0686153799329572,0.600452258177687
"2767",0.12,0.79,0.206896551724138,-0.0540398328982215,0.61765307868112
"2768",0.125,0.79,0.21551724137931,-0.0456562337533488,0.625486816226533
"2769",0.13,0.79,0.224137931034483,-0.0327161086458845,0.641298405639925
"2770",0.135,0.79,0.232758620689655,-0.0257229082571101,0.649986160030003
"2771",0.14,0.79,0.241379310344828,-0.0150163337701539,0.663212486090807
