"","mu","p","theta","KLD","Population_Variance"
"1587",0.1,0.67,0.294117647058823,-0.0107604110586599,0.755346975104622
"1588",0.105,0.67,0.308823529411765,0.000352790108773118,0.781719920419729
"1589",0.11,0.67,0.323529411764706,0.0088165841281016,0.820102066449879
"1590",0.115,0.67,0.338235294117647,0.0163616099537757,0.854324372862281
"1591",0.12,0.67,0.352941176470588,0.0220959139157339,0.885578938957758
"1592",0.125,0.67,0.367647058823529,0.0301072072520482,0.947611162595131
"1593",0.13,0.67,0.382352941176471,0.0296763405607452,0.98693498054526
"1594",0.135,0.67,0.397058823529412,0.0265696317958336,1.0353449556823
"1595",0.14,0.67,0.411764705882353,0.0219693623326839,1.0987039194777
"1596",0.145,0.67,0.426470588235294,0.011268438109571,1.15502262574732
"1597",0.15,0.67,0.441176470588235,-0.00538968102368147,1.23272689269364
"1598",0.155,0.67,0.455882352941176,-0.0217984838322407,1.29619991660201
"1599",0.16,0.67,0.470588235294118,-0.049764083469403,1.37305286667401
"1600",0.165,0.67,0.485294117647059,-0.0899876125648169,1.46510883169194
"1601",0.17,0.67,0.5,-0.128069234320978,1.54783893780281
"1602",0.175,0.67,0.514705882352941,-0.182226602892061,1.64431140507388
"1603",0.18,0.67,0.529411764705882,-0.267619595575036,1.78465007956295
"1604",0.185,0.67,0.544117647058823,-0.347549951693481,1.90169877190202
"1605",0.19,0.67,0.558823529411765,-0.462284395110413,2.05251328114216
"1606",0.195,0.67,0.573529411764706,-0.595853542967436,2.21261427854997
"1607",0.2,0.67,0.588235294117647,-0.738697956249777,2.37176883532484
"1608",0.205,0.67,0.602941176470588,-0.936662572011389,2.57536229012422
"1609",0.21,0.67,0.617647058823529,-1.16635605526599,2.78640929478989
"1610",0.215,0.67,0.632352941176471,-1.48535546634306,3.06614530039504
"1611",0.22,0.67,0.647058823529412,-1.83834946530513,3.34961665799824
"1612",0.225,0.67,0.661764705882353,-2.27017790079815,3.66333359374794
"1613",0.23,0.67,0.676470588235294,-2.84124196857436,4.06251993
"1614",0.235,0.67,0.691176470588235,-3.50039192781216,4.47931536352424
"1615",0.24,0.67,0.705882352941176,-4.33184657339577,4.96139228599487
"1616",0.245,0.67,0.720588235294118,-5.38671861064236,5.54335097827028
"1617",0.25,0.67,0.735294117647059,-6.74718450132122,6.23276656414973
"1618",0.01,0.675,0.0285714285714286,-0.193177989645097,0.499683748150076
"1619",0.015,0.675,0.0428571428571428,-0.191723238345249,0.500646559755519
"1620",0.02,0.675,0.0571428571428571,-0.182819731913506,0.509079730611096
"1621",0.025,0.675,0.0714285714285714,-0.177279678174132,0.51398145147303
"1622",0.03,0.675,0.0857142857142857,-0.171079889632262,0.519292232033153
"1623",0.035,0.675,0.1,-0.163062965112951,0.527605668825874
"1624",0.04,0.675,0.114285714285714,-0.153866842501146,0.536082381302075
"1625",0.045,0.675,0.128571428571429,-0.146976450262726,0.542837364471215
"1626",0.05,0.675,0.142857142857143,-0.136369100381551,0.554122131260844
"1627",0.055,0.675,0.157142857142857,-0.130631492293326,0.559148489426906
"1628",0.06,0.675,0.171428571428571,-0.116214990456894,0.57596112620699
"1629",0.065,0.675,0.185714285714286,-0.103786020850342,0.591405626058995
"1630",0.07,0.675,0.2,-0.0842065938254754,0.617133070698705
"1631",0.075,0.675,0.214285714285714,-0.0784216297281791,0.625726852525054
"1632",0.08,0.675,0.228571428571429,-0.0666270280750324,0.642836615610098
"1633",0.085,0.675,0.242857142857143,-0.0483113728621371,0.673824240367441
"1634",0.09,0.675,0.257142857142857,-0.0403523534265395,0.687104930783307
"1635",0.095,0.675,0.271428571428571,-0.0268530409317644,0.71175157955823
"1636",0.1,0.675,0.285714285714286,-0.0150522369040084,0.739222519311803
"1637",0.105,0.675,0.3,-0.00750263025157292,0.758515580749127
"1638",0.11,0.675,0.314285714285714,0.00533435513308225,0.796711854776078
"1639",0.115,0.675,0.328571428571428,0.0133390239776319,0.824699069179441
"1640",0.12,0.675,0.342857142857143,0.0220293811445013,0.865070207446892
"1641",0.125,0.675,0.357142857142857,0.0278759710452057,0.906254931863779
"1642",0.13,0.675,0.371428571428571,0.0315877416701953,0.957453816079801
"1643",0.135,0.675,0.385714285714286,0.0321000077722033,1.00014532578163
"1644",0.14,0.675,0.4,0.028087416204921,1.05090283135241
"1645",0.145,0.675,0.414285714285714,0.0252307381990448,1.10064188472786
"1646",0.15,0.675,0.428571428571429,0.0168145565155724,1.15772013067305
"1647",0.155,0.675,0.442857142857143,0.00143264339573917,1.22231687265898
"1648",0.16,0.675,0.457142857142857,-0.0214572829020953,1.29774697536014
"1649",0.165,0.675,0.471428571428571,-0.0518779915623685,1.38506947667549
"1650",0.17,0.675,0.485714285714286,-0.0878292556924936,1.47000037506224
"1651",0.175,0.675,0.5,-0.12806788382934,1.55210257893836
"1652",0.18,0.675,0.514285714285714,-0.184950547805537,1.66677738298362
"1653",0.185,0.675,0.528571428571428,-0.255747365849127,1.77587650035525
"1654",0.19,0.675,0.542857142857143,-0.346977795780636,1.90962126466601
"1655",0.195,0.675,0.557142857142857,-0.440460316650138,2.03527534504953
"1656",0.2,0.675,0.571428571428571,-0.569628493427628,2.18797098487115
"1657",0.205,0.675,0.585714285714286,-0.718711585270658,2.35597127258639
"1658",0.21,0.675,0.6,-0.889688791965199,2.53090391204768
"1659",0.215,0.675,0.614285714285714,-1.12961965280472,2.76664681501777
"1660",0.22,0.675,0.628571428571428,-1.39297806902386,2.98813360401695
"1661",0.225,0.675,0.642857142857143,-1.71698435027501,3.25452034556038
"1662",0.23,0.675,0.657142857142857,-2.09416076763666,3.54124369268512
"1663",0.235,0.675,0.671428571428571,-2.58367627070797,3.88153354043077
"1664",0.24,0.675,0.685714285714286,-3.16695807803058,4.26123305596223
"1665",0.245,0.675,0.7,-3.92663062978435,4.73324793886308
"1666",0.25,0.675,0.714285714285714,-4.87863253760847,5.26862448344583
"1667",0.01,0.68,0.0277777777777778,-0.193142193413166,0.499654098921031
"1668",0.015,0.68,0.0416666666666667,-0.189328092157455,0.503098275196783
"1669",0.02,0.68,0.0555555555555555,-0.188130525701795,0.503710299310701
"1670",0.025,0.68,0.0694444444444444,-0.180848690522985,0.510139257658434
"1671",0.03,0.68,0.0833333333333333,-0.174393775057213,0.516416645599023
"1672",0.035,0.68,0.0972222222222222,-0.168586268372498,0.521053003164699
"1673",0.04,0.68,0.111111111111111,-0.158304699202677,0.53130109612915
"1674",0.045,0.68,0.125,-0.147840119477446,0.542313014919692
"1675",0.05,0.68,0.138888888888889,-0.137581303640487,0.552868730171464
"1676",0.055,0.68,0.152777777777778,-0.12969978089878,0.560251289687722
"1677",0.06,0.68,0.166666666666667,-0.118997285532326,0.571527923621149
"1678",0.065,0.68,0.180555555555556,-0.108942307876036,0.582867257175361
"1679",0.07,0.68,0.194444444444444,-0.094577781940464,0.601792490461022
"1680",0.075,0.68,0.208333333333333,-0.0792108541600829,0.622954175357535
"1681",0.08,0.68,0.222222222222222,-0.0683156979383696,0.637517204490018
"1682",0.085,0.68,0.236111111111111,-0.0580895699815173,0.651267691346017
"1683",0.09,0.68,0.25,-0.0460801322966122,0.672958953014689
"1684",0.095,0.68,0.263888888888889,-0.0326920225384332,0.697615897566371
"1685",0.1,0.68,0.277777777777778,-0.0167679560086897,0.733147405453514
"1686",0.105,0.68,0.291666666666667,-0.0105937750990708,0.742358477282002
"1687",0.11,0.68,0.305555555555555,0.00187358741463747,0.780734142820739
"1688",0.115,0.68,0.319444444444444,0.011901125344066,0.815020556976674
"1689",0.12,0.68,0.333333333333333,0.0183446219692726,0.843073377730315
"1690",0.125,0.68,0.347222222222222,0.0260554388151348,0.877522344790422
"1691",0.13,0.68,0.361111111111111,0.0293353413553089,0.907307038155783
"1692",0.135,0.68,0.375,0.0343986436387142,0.962350386239556
"1693",0.14,0.68,0.388888888888889,0.0342234946471674,1.01874605860454
"1694",0.145,0.68,0.402777777777778,0.0322693313083025,1.05621734682525
"1695",0.15,0.68,0.416666666666667,0.0260751581062512,1.10773383981015
"1696",0.155,0.68,0.430555555555555,0.0155147548350628,1.17024590000055
"1697",0.16,0.68,0.444444444444444,-0.00115079364458654,1.23592406269719
"1698",0.165,0.68,0.458333333333333,-0.0206524032715342,1.30849299355202
"1699",0.17,0.68,0.472222222222222,-0.0450848375943842,1.37551754462126
"1700",0.175,0.68,0.486111111111111,-0.0866608848503606,1.47653738015228
"1701",0.18,0.68,0.5,-0.11999920166177,1.54406140069614
"1702",0.185,0.68,0.513888888888889,-0.175226506177552,1.64719227452048
"1703",0.19,0.68,0.527777777777778,-0.241715204249848,1.75769656308789
"1704",0.195,0.68,0.541666666666667,-0.328969096031663,1.88604170894806
"1705",0.2,0.68,0.555555555555555,-0.422242765913317,2.01669344349601
"1706",0.205,0.68,0.569444444444444,-0.554953400400688,2.17827806447221
"1707",0.21,0.68,0.583333333333333,-0.679401773982751,2.31535364198814
"1708",0.215,0.68,0.597222222222222,-0.850454982203611,2.49912254719521
"1709",0.22,0.68,0.611111111111111,-1.0564611855064,2.69783121570686
"1710",0.225,0.68,0.625,-1.30255082841081,2.91880061060327
"1711",0.23,0.68,0.638888888888889,-1.59594117714483,3.1633751493619
"1712",0.235,0.68,0.652777777777778,-1.99815666080711,3.47286800838299
"1713",0.24,0.68,0.666666666666667,-2.42704842795741,3.78169630618323
"1714",0.245,0.68,0.680555555555555,-2.93596603598565,4.1190729349847
"1715",0.25,0.68,0.694444444444444,-3.63382508729432,4.56136691002737
"1716",0.01,0.685,0.027027027027027,-0.191880143388034,0.500987430586124
"1717",0.015,0.685,0.0405405405405405,-0.189325636399904,0.503109505617223
"1718",0.02,0.685,0.054054054054054,-0.178354399716128,0.513974806253899
"1719",0.025,0.685,0.0675675675675676,-0.179313544259241,0.5119108779768
"1720",0.03,0.685,0.0810810810810811,-0.175599851574799,0.514879035486569
"1721",0.035,0.685,0.0945945945945946,-0.166030151257752,0.52416644667748
"1722",0.04,0.685,0.108108108108108,-0.163990463792156,0.524986204520025
"1723",0.045,0.685,0.121621621621622,-0.15137483219567,0.537918873967645
"1724",0.05,0.685,0.135135135135135,-0.136233530680201,0.554089442155017
"1725",0.055,0.685,0.148648648648649,-0.133003635818841,0.555860956969136
"1726",0.06,0.685,0.162162162162162,-0.11826082239673,0.572916621101301
"1727",0.065,0.685,0.175675675675676,-0.108599586553666,0.584345474230147
"1728",0.07,0.685,0.189189189189189,-0.0969475778839516,0.598316875461855
"1729",0.075,0.685,0.202702702702703,-0.088820371296624,0.608474520304272
"1730",0.08,0.685,0.216216216216216,-0.0719945235912014,0.632009632390469
"1731",0.085,0.685,0.22972972972973,-0.0604875557290819,0.649197571301733
"1732",0.09,0.685,0.243243243243243,-0.049201150537239,0.667238727219085
"1733",0.095,0.685,0.256756756756757,-0.0380124589953778,0.684766959703961
"1734",0.1,0.685,0.27027027027027,-0.0280170792930748,0.700700412982331
"1735",0.105,0.685,0.283783783783784,-0.0136890702360552,0.736549850397815
"1736",0.11,0.685,0.297297297297297,-0.00448851993990597,0.756878651863754
"1737",0.115,0.685,0.310810810810811,0.00839939465868565,0.796640137229071
"1738",0.12,0.685,0.324324324324324,0.0172673175594629,0.820890771291964
"1739",0.125,0.685,0.337837837837838,0.0222796260791913,0.849633702430905
"1740",0.13,0.685,0.351351351351351,0.03029230861609,0.889784364634453
"1741",0.135,0.685,0.364864864864865,0.0326752921291875,0.916937522131525
"1742",0.14,0.685,0.378378378378378,0.035672208675648,0.967269881267029
"1743",0.145,0.685,0.391891891891892,0.037110814550213,1.02610320931981
"1744",0.15,0.685,0.405405405405405,0.0349016151144039,1.05967654213028
"1745",0.155,0.685,0.418918918918919,0.0260493154625153,1.1216968828327
"1746",0.16,0.685,0.432432432432432,0.0200288261836911,1.17478199946719
"1747",0.165,0.685,0.445945945945946,0.00287523760429411,1.24314820030295
"1748",0.17,0.685,0.459459459459459,-0.0176799470276849,1.30593024449995
"1749",0.175,0.685,0.472972972972973,-0.0475994215093643,1.39063986331381
"1750",0.18,0.685,0.486486486486486,-0.0865294467602928,1.48310532985396
"1751",0.185,0.685,0.5,-0.122268142988293,1.55722182304929
"1752",0.19,0.685,0.513513513513513,-0.17356353817549,1.65029653742883
"1753",0.195,0.685,0.527027027027027,-0.228128642581042,1.74421252699612
"1754",0.2,0.685,0.54054054054054,-0.306171576282102,1.86262646335596
"1755",0.205,0.685,0.554054054054054,-0.40791026077228,1.99955881387134
"1756",0.21,0.685,0.567567567567567,-0.499885790748139,2.11675058757252
"1757",0.215,0.685,0.581081081081081,-0.653696403011381,2.29373115109396
"1758",0.22,0.685,0.594594594594594,-0.821427733225086,2.47220611041359
"1759",0.225,0.685,0.608108108108108,-1.01275713219005,2.66553928693233
"1760",0.23,0.685,0.621621621621621,-1.23654230656164,2.86375303369449
"1761",0.235,0.685,0.635135135135135,-1.49909272698009,3.08610737602494
"1762",0.24,0.685,0.648648648648648,-1.86510247468012,3.37839038586786
"1763",0.245,0.685,0.662162162162162,-2.29210332599509,3.69328370356126
"1764",0.25,0.685,0.675675675675675,-2.78909782466515,4.0343923455038
"1765",0.01,0.69,0.0263157894736842,-0.192842800339043,0.499982787111946
"1766",0.015,0.69,0.0394736842105263,-0.186663508602389,0.505705137444375
"1767",0.02,0.69,0.0526315789473684,-0.1866289385284,0.505367605799433
"1768",0.025,0.69,0.0657894736842106,-0.177885098457281,0.513653976997252
"1769",0.03,0.69,0.0789473684210527,-0.175350571561469,0.514755827078924
"1770",0.035,0.69,0.0921052631578948,-0.172623135708963,0.517428415964366
"1771",0.04,0.69,0.105263157894737,-0.161216462709064,0.52759728237038
"1772",0.045,0.69,0.118421052631579,-0.150999388795578,0.538553551443931
"1773",0.05,0.69,0.131578947368421,-0.147005295273394,0.541168680350973
"1774",0.055,0.69,0.144736842105263,-0.135217509075024,0.55271600447462
"1775",0.06,0.69,0.157894736842105,-0.126058327748524,0.563052504009436
"1776",0.065,0.69,0.171052631578947,-0.113728306212502,0.576506364807081
"1777",0.07,0.69,0.18421052631579,-0.101783727213524,0.590142281233197
"1778",0.075,0.69,0.197368421052632,-0.0899813290422879,0.604838268019009
"1779",0.08,0.69,0.210526315789474,-0.077652021044699,0.622304092869427
"1780",0.085,0.69,0.223684210526316,-0.0638531968396242,0.642204879493501
"1781",0.09,0.69,0.236842105263158,-0.0548768187052347,0.654148101700647
"1782",0.095,0.69,0.25,-0.0411336057699622,0.676872793959589
"1783",0.1,0.69,0.263157894736842,-0.030070806519762,0.69773468965481
"1784",0.105,0.69,0.276315789473684,-0.0174671226316185,0.72250466731827
"1785",0.11,0.69,0.289473684210526,-0.00785580174771119,0.742050932616179
"1786",0.115,0.69,0.302631578947368,0.00144559368348676,0.772289123109531
"1787",0.12,0.69,0.315789473684211,0.0129521165512195,0.79842705124222
"1788",0.125,0.69,0.328947368421053,0.0229996534227734,0.837649142613408
"1789",0.13,0.69,0.342105263157895,0.0275367658073796,0.865134856361592
"1790",0.135,0.69,0.355263157894737,0.0348592636243758,0.909861035369335
"1791",0.14,0.69,0.368421052631579,0.0387061054332362,0.940060024852502
"1792",0.145,0.69,0.381578947368421,0.0398261660374206,0.986989327699395
"1793",0.15,0.69,0.394736842105263,0.0394468258161812,1.02776539174921
"1794",0.155,0.69,0.407894736842105,0.0365179717865236,1.07726410859805
"1795",0.16,0.69,0.421052631578948,0.0297551064191524,1.13397586624454
"1796",0.165,0.69,0.43421052631579,0.0177982604370195,1.19384749964546
"1797",0.17,0.69,0.447368421052632,-0.00121723309901411,1.2678255455103
"1798",0.175,0.69,0.460526315789474,-0.0190199917498984,1.32499145167433
"1799",0.18,0.69,0.473684210526316,-0.0461713369670666,1.39973680815735
"1800",0.185,0.69,0.486842105263158,-0.0764227681777618,1.47028506315857
"1801",0.19,0.69,0.5,-0.121894080158534,1.5629993838134
"1802",0.195,0.69,0.513157894736842,-0.163531701905009,1.64296628553961
"1803",0.2,0.69,0.526315789473684,-0.239925050522102,1.77102006187377
"1804",0.205,0.69,0.539473684210527,-0.309284158754152,1.8744280051428
"1805",0.21,0.69,0.552631578947369,-0.391192092093542,1.98200385713973
"1806",0.215,0.69,0.565789473684211,-0.504231544959697,2.12902595653406
"1807",0.22,0.69,0.578947368421053,-0.620488335951354,2.26406038148401
"1808",0.225,0.69,0.592105263157895,-0.772269476579494,2.42274344779214
"1809",0.23,0.69,0.605263157894737,-0.959494333064514,2.61759811029133
"1810",0.235,0.69,0.618421052631579,-1.15788349552743,2.79651824024856
"1811",0.24,0.69,0.631578947368421,-1.44371709489797,3.04831509626254
"1812",0.245,0.69,0.644736842105263,-1.7290374268656,3.27426048820395
"1813",0.25,0.69,0.657894736842105,-2.10182644635482,3.55886192638448
"1814",0.01,0.695,0.0256410256410256,-0.19141936354903,0.50132117767112
"1815",0.015,0.695,0.0384615384615384,-0.190344128607866,0.501983895464787
"1816",0.02,0.695,0.0512820512820513,-0.184425682273812,0.507117282413407
