"","mu","p","theta","KLD","Population_Variance"
"397",0.03,0.55,0.3,0.00200400346002389,0.997488573544473
"398",0.035,0.55,0.35,0.00226415887697992,1.00388243726818
"399",0.04,0.55,0.4,0.00331802159206715,1.00507749303001
"400",0.045,0.55,0.45,0.00426698644737266,1.00661061601853
"401",0.05,0.55,0.5,0.006471931376314,1.00090002092019
"402",0.055,0.55,0.549999999999999,0.00846695127433975,1.00188059832366
"403",0.06,0.55,0.6,0.0115559364956719,1.00052615876404
"404",0.065,0.55,0.649999999999999,0.0175013232993231,1.00048817099288
"405",0.07,0.55,0.699999999999999,0.029479382001004,0.999913548687567
"406",0.075,0.55,0.749999999999999,0.048060693325979,0.999996592581684
"407",0.08,0.55,0.799999999999999,0.0917747184154277,0.997263126704153
"408",0.085,0.55,0.849999999999999,0.179625556493022,1.00229019869546
"409",0.09,0.55,0.899999999999999,0.393248113913141,0.999152607785499
"410",0.095,0.55,0.949999999999999,0.971135511658213,0.999342148134729
"411",0.1,0.55,0.999999999999999,32.5360025251814,1.00000165100188
"442",0.01,0.555,0.0909090909090908,0.000230061845561621,0.999904554110451
"443",0.015,0.555,0.136363636363636,0.000357641491469158,1.00164514588666
"444",0.02,0.555,0.181818181818182,0.00084953904733058,0.997681210538326
"445",0.025,0.555,0.227272727272727,0.000845230791081485,1.00029470146315
"446",0.03,0.555,0.272727272727272,0.00165322204265497,1.00431896687099
"447",0.035,0.555,0.318181818181818,0.00269534945541542,0.997862796549325
"448",0.04,0.555,0.363636363636363,0.0029839843269714,0.99413697434412
"449",0.045,0.555,0.409090909090909,0.00441531163623862,0.999061291477059
"450",0.05,0.555,0.454545454545454,0.00551445846553907,1.00140217643772
"451",0.055,0.555,0.5,0.0070427566917553,1.00406018559005
"452",0.06,0.555,0.545454545454545,0.0103071314178009,1.00449228584149
"453",0.065,0.555,0.59090909090909,0.01220539429223,1.00258899745504
"454",0.07,0.555,0.636363636363636,0.0170598267692316,1.00219738353235
"455",0.075,0.555,0.681818181818181,0.0259477349562521,1.0075382725207
"456",0.08,0.555,0.727272727272727,0.0397529151103402,1.00501594029849
"457",0.085,0.555,0.772727272727272,0.0665812845724893,1.00008529224089
"458",0.09,0.555,0.818181818181817,0.120299202512761,1.00029910747319
"459",0.095,0.555,0.863636363636363,0.226463875901474,0.997387850434713
"460",0.1,0.555,0.909090909090908,0.467727834668978,1.00065562144724
"461",0.105,0.555,0.954545454545454,1.05640605803823,1.00084461998426
"462",0.11,0.555,0.999999999999999,32.544811325433,1.00000477890811
"491",0.01,0.56,0.0833333333333333,0.000320025719357826,1.0026308157026
"492",0.015,0.56,0.125,0.000322788746044105,0.9997856465062
"493",0.02,0.56,0.166666666666667,0.000816233446030074,0.997948042181709
"494",0.025,0.56,0.208333333333333,0.0013063223906653,0.995933695400805
"495",0.03,0.56,0.25,0.0014845212496206,0.995901102555708
"496",0.035,0.56,0.291666666666666,0.00279540781185428,1.00367107889136
"497",0.04,0.56,0.333333333333333,0.00309898756444149,1.00115876020632
"498",0.045,0.56,0.375,0.00386997836019487,0.99848854681723
"499",0.05,0.56,0.416666666666666,0.00486659601505118,0.99810837416853
"500",0.055,0.56,0.458333333333333,0.00686115804592551,0.997335545290553
"501",0.06,0.56,0.5,0.00841058301203118,1.00347700038616
"502",0.065,0.56,0.541666666666666,0.00916565050710102,1.00259665935137
"503",0.07,0.56,0.583333333333333,0.0138131582624591,1.00179808706529
"504",0.075,0.56,0.624999999999999,0.017393429407378,1.00066722752673
"505",0.08,0.56,0.666666666666666,0.0251010008745041,1.00242046345243
"506",0.085,0.56,0.708333333333333,0.0353172052811632,0.997020924774943
"507",0.09,0.56,0.749999999999999,0.0547777352282051,1.00022128044234
"508",0.095,0.56,0.791666666666666,0.0868774742188785,1.00273610187523
"509",0.1,0.56,0.833333333333332,0.148541650248919,0.995733052203217
"510",0.105,0.56,0.874999999999999,0.271786785982822,0.996837886310195
"511",0.11,0.56,0.916666666666666,0.536925921258323,1.00438698571169
"512",0.115,0.56,0.958333333333332,1.14725228094072,1.00073855341145
"513",0.12,0.56,0.999999999999999,32.6104756025037,0.999949794698363
"540",0.01,0.565,0.0769230769230769,0.000141098581197835,0.996028288626326
"541",0.015,0.565,0.115384615384615,0.000309614762561484,0.995343479095432
"542",0.02,0.565,0.153846153846154,0.000774557243951771,1.0040204901581
"543",0.025,0.565,0.192307692307692,0.00147489197808439,0.999541967391133
"544",0.03,0.565,0.230769230769231,0.00166815879619076,1.00004605197274
"545",0.035,0.565,0.269230769230769,0.00274342826096172,0.997294650023866
"546",0.04,0.565,0.307692307692307,0.00308540431375835,0.997569176286089
"547",0.045,0.565,0.346153846153846,0.00448708663714804,0.993590494644064
"548",0.05,0.565,0.384615384615384,0.00464604866579616,0.997289308462124
"549",0.055,0.565,0.423076923076923,0.00691805761664914,0.997307965552326
"550",0.06,0.565,0.461538461538461,0.00798026718025645,0.995180637273423
"551",0.065,0.565,0.5,0.00911220183195609,1.000691711838
"552",0.07,0.565,0.538461538461538,0.0115694126684706,0.994518136388932
"553",0.075,0.565,0.576923076923076,0.0153792537527789,0.997696395983107
"554",0.08,0.565,0.615384615384615,0.0193486977114912,0.997411730625767
"555",0.085,0.565,0.653846153846153,0.023606438314277,0.996843002246087
"556",0.09,0.565,0.692307692307692,0.0333095915966037,1.00434199417225
"557",0.095,0.565,0.73076923076923,0.0475039686777411,0.999427955441125
"558",0.1,0.565,0.769230769230768,0.0708270551742071,1.00199002727046
"559",0.105,0.565,0.807692307692307,0.105140895957886,0.999871444172894
"560",0.11,0.565,0.846153846153845,0.181596288169113,1.00282728235369
"561",0.115,0.565,0.884615384615384,0.321709598456001,1.00134794119436
"562",0.12,0.565,0.923076923076922,0.600138673754878,1.00051039350409
"563",0.125,0.565,0.961538461538461,1.22803568074709,0.998887575863078
"564",0.13,0.565,0.999999999999999,32.6728991412734,1.00000489753126
"589",0.01,0.57,0.0714285714285714,0.00010108158220654,0.997598032115182
"590",0.015,0.57,0.107142857142857,0.000439498250506436,0.999930402191811
"591",0.02,0.57,0.142857142857143,0.000781783880653215,1.00322057405197
"592",0.025,0.57,0.178571428571428,0.00143962196730002,0.999449905330357
"593",0.03,0.57,0.214285714285714,0.00171292913555923,0.99748317187811
"594",0.035,0.57,0.25,0.00245094617831559,1.0006682801666
"595",0.04,0.57,0.285714285714285,0.00289529249865054,1.00271474491595
"596",0.045,0.57,0.321428571428571,0.00408825955736519,1.00220463415323
"597",0.05,0.57,0.357142857142857,0.00494621254362258,1.00151159607638
"598",0.055,0.57,0.392857142857143,0.00564890178180046,0.99876772126682
"599",0.06,0.57,0.428571428571428,0.00787578039630312,1.00198246746979
"600",0.065,0.57,0.464285714285714,0.00905951870796004,1.00109202733415
"601",0.07,0.57,0.5,0.0102895417392352,0.997885338698545
"602",0.075,0.57,0.535714285714285,0.0124017845851098,0.997977583289447
"603",0.08,0.57,0.571428571428571,0.0154145322892078,0.995909490417223
"604",0.085,0.57,0.607142857142857,0.0179953709078583,1.00203298607048
"605",0.09,0.57,0.642857142857142,0.0236716123666013,0.999621842008452
"606",0.095,0.57,0.678571428571428,0.0310583898882196,1.00128210154
"607",0.1,0.57,0.714285714285714,0.0436093032219069,1.0016319146373
"608",0.105,0.57,0.749999999999999,0.0594237942322926,1.00020338373141
"609",0.11,0.57,0.785714285714285,0.0882092825743075,1.00574878282692
"610",0.115,0.57,0.821428571428571,0.134623082950151,1.00115708221727
"611",0.12,0.57,0.857142857142856,0.21829085205289,1.00085334404266
"612",0.125,0.57,0.892857142857142,0.369294111022063,1.00020897723891
"613",0.13,0.57,0.928571428571428,0.664531589634782,1.00300822901653
"614",0.135,0.57,0.964285714285714,1.31287941489391,0.99963109940532
"615",0.14,0.57,0.999999999999999,32.7459015063067,0.999959166664723
"638",0.01,0.575,0.0666666666666667,0.000231151031939394,1.00314460512674
"639",0.015,0.575,0.1,0.000453522172764743,1.00402780869936
"640",0.02,0.575,0.133333333333333,0.000808965085225121,1.00137668437933
"641",0.025,0.575,0.166666666666667,0.00138328458953692,1.00631908912645
"642",0.03,0.575,0.2,0.00211061091527351,0.999948649605608
"643",0.035,0.575,0.233333333333334,0.00267109337426461,1.00170604701624
"644",0.04,0.575,0.266666666666667,0.00356587737610826,0.997389978728331
"645",0.045,0.575,0.3,0.00414372325710669,1.00205863796178
"646",0.05,0.575,0.333333333333334,0.00554798091024532,1.00068870096095
"647",0.055,0.575,0.366666666666667,0.00609219778843923,0.99659725388636
"648",0.06,0.575,0.4,0.00666390569486445,0.997515312398976
"649",0.065,0.575,0.433333333333334,0.00903177436349814,0.998522770206418
"650",0.07,0.575,0.466666666666667,0.0107756840015063,1.00001798216864
"651",0.075,0.575,0.5,0.01218578404964,1.00223055052226
"652",0.08,0.575,0.533333333333334,0.0145962652461293,1.00086120220073
"653",0.085,0.575,0.566666666666667,0.0170978180995152,1.00429016329823
"654",0.09,0.575,0.6,0.0189191223950964,0.999932588957264
"655",0.095,0.575,0.633333333333334,0.0250958486435074,0.996365015144484
"656",0.1,0.575,0.666666666666667,0.0317631857171866,1.00054930265977
"657",0.105,0.575,0.7,0.0403738913344247,0.9997458645238
"658",0.11,0.575,0.733333333333334,0.0558033794587364,1.00499455182953
"659",0.115,0.575,0.766666666666667,0.0748666808030681,1.00154482262082
"660",0.12,0.575,0.8,0.107243105165298,1.00112078610647
"661",0.125,0.575,0.833333333333334,0.162733064547493,0.999411820775148
"662",0.13,0.575,0.866666666666667,0.251913525322659,0.999761034117557
"663",0.135,0.575,0.900000000000001,0.419730530902696,0.997920686282508
"664",0.14,0.575,0.933333333333334,0.73189795389762,0.999042569000756
"665",0.145,0.575,0.966666666666667,1.38323056337957,0.999679219740509
"687",0.01,0.58,0.0624999999999999,0.000333684628311138,0.999997354783345
"688",0.015,0.58,0.0937499999999999,0.000576077909591104,0.99849011464436
"689",0.02,0.58,0.125,0.000886906725011312,0.99894760617261
"690",0.025,0.58,0.15625,0.00139282083595948,0.998714433787958
"691",0.03,0.58,0.1875,0.00156017598367383,0.997793227225071
"692",0.035,0.58,0.21875,0.00251070164255044,0.990618497858324
"693",0.04,0.58,0.25,0.00291846864433926,1.0030934522215
"694",0.045,0.58,0.28125,0.00445360346631236,1.00043097156512
"695",0.05,0.58,0.3125,0.00530463276343371,0.999062559458791
"696",0.055,0.58,0.34375,0.00590686596275959,1.00475174815541
"697",0.06,0.58,0.375,0.00778503926196397,1.00105779178077
"698",0.065,0.58,0.40625,0.0088040642331617,0.995872736476107
"699",0.07,0.58,0.4375,0.0100467475955783,1.00028628747405
"700",0.075,0.58,0.46875,0.0121935066630551,0.995084060153487
"701",0.08,0.58,0.5,0.0128851963686005,0.999712956462217
"702",0.085,0.58,0.531249999999999,0.0159782884217872,0.999342919947085
"703",0.09,0.58,0.562499999999999,0.0186792559113881,1.00077417745369
"704",0.095,0.58,0.593749999999999,0.0235125903163213,1.00131652514887
"705",0.1,0.58,0.624999999999999,0.0262198056467254,1.00084532032272
"706",0.105,0.58,0.656249999999999,0.0337810667663336,0.998677037629417
"707",0.11,0.58,0.687499999999999,0.0388727299559368,0.993376673367463
"708",0.115,0.58,0.718749999999999,0.0515667350497351,1.00396702627803
"709",0.12,0.58,0.749999999999999,0.0665802790976556,1.00256784508308
"710",0.125,0.58,0.781249999999999,0.0923407272690147,1.00049431235115
"711",0.13,0.58,0.812499999999999,0.130286914197071,0.998417615511961
"712",0.135,0.58,0.843749999999999,0.188720830283027,0.999113311435326
"713",0.14,0.58,0.874999999999999,0.294878867972677,1.00168109439621
"714",0.145,0.58,0.906249999999999,0.466644031575365,1.00155595684263
"715",0.15,0.58,0.937499999999999,0.793553376272221,0.999137789966922
"716",0.155,0.58,0.968749999999999,1.44635633987312,0.998859111587328
"717",0.16,0.58,0.999999999999999,32.6243141023507,0.999997977396087
"736",0.01,0.585,0.0588235294117647,0.000225526229897476,0.99052021365241
"737",0.015,0.585,0.0882352941176471,0.00057304388917705,1.00367906653281
"738",0.02,0.585,0.117647058823529,0.00104759364506518,1.00071758768694
"739",0.025,0.585,0.147058823529412,0.00144941552082727,1.00270826647678
"740",0.03,0.585,0.176470588235294,0.0018198481840245,0.999731577869551
"741",0.035,0.585,0.205882352941177,0.00204291797522668,0.998561091717036
"742",0.04,0.585,0.235294117647059,0.00311207769748434,1.00674422685074
"743",0.045,0.585,0.264705882352941,0.00385767774108165,0.99613008180636
"744",0.05,0.585,0.294117647058824,0.00518509597187384,1.00000871704374
"745",0.055,0.585,0.323529411764706,0.00610348573492479,1.00277922382342
"746",0.06,0.585,0.352941176470588,0.00756835697291103,1.00227510526816
"747",0.065,0.585,0.382352941176471,0.0090965498575926,0.996560502143557
"748",0.07,0.585,0.411764705882353,0.010608366258062,0.997716556567297
"749",0.075,0.585,0.441176470588235,0.0118633230089609,1.0009181186607
"750",0.08,0.585,0.470588235294118,0.0135049525094934,1.00154177467486
"751",0.085,0.585,0.5,0.0155780012112297,1.00435849759146
"752",0.09,0.585,0.529411764705883,0.018029824148953,1.00666837462586
"753",0.095,0.585,0.558823529411765,0.0206581335800343,1.002926630087
"754",0.1,0.585,0.588235294117647,0.0239987786893663,0.999202302733304
"755",0.105,0.585,0.61764705882353,0.0281690176596431,1.00015552345459
"756",0.11,0.585,0.647058823529412,0.0347186766949088,0.998595790968053
"757",0.115,0.585,0.676470588235294,0.0411074841026145,1.00296268661154
"758",0.12,0.585,0.705882352941177,0.0515614029562884,0.996290227704029
"759",0.125,0.585,0.735294117647059,0.0620579368868184,0.999966501463616
"760",0.13,0.585,0.764705882352942,0.0811019016803951,1.0021746744015
"761",0.135,0.585,0.794117647058824,0.106982817859889,0.99772114981337
"762",0.14,0.585,0.823529411764706,0.151754669704244,1.00004173444777
"763",0.145,0.585,0.852941176470589,0.221520446380258,1.00063583111798
"764",0.15,0.585,0.882352941176471,0.331138658690941,1.00186878803835
"765",0.155,0.585,0.911764705882353,0.519602207420241,1.00330140713272
"766",0.16,0.585,0.941176470588236,0.853814801834743,1.0005629951225
"767",0.165,0.585,0.970588235294118,1.5139093540362,0.998635065333722
"785",0.01,0.59,0.0555555555555556,0.000173332664856843,0.995894222419306
"786",0.015,0.59,0.0833333333333334,0.000487633736108283,0.99756692727158
"787",0.02,0.59,0.111111111111111,0.00086335230310489,1.00010354365953
"788",0.025,0.59,0.138888888888889,0.00136519929115444,1.00309302992862
"789",0.03,0.59,0.166666666666667,0.00190777441491931,1.00367057444156
"790",0.035,0.59,0.194444444444445,0.00270507011112232,1.00120857829379
"791",0.04,0.59,0.222222222222222,0.00345608122475682,0.994851361722264
"792",0.045,0.59,0.25,0.00356208809133654,1.00272664451516
"793",0.05,0.59,0.277777777777778,0.00502092937036959,0.997520484478776
"794",0.055,0.59,0.305555555555556,0.00650049445067877,1.00556058804925
"795",0.06,0.59,0.333333333333333,0.00743511889915745,1.00464040988452
"796",0.065,0.59,0.361111111111111,0.00820317697272353,0.994316087128275
"797",0.07,0.59,0.388888888888889,0.00977733958448779,1.00432696651173
"798",0.075,0.59,0.416666666666667,0.0118223158858024,1.0015872934586
"799",0.08,0.59,0.444444444444445,0.0129805740704482,0.998234846966489
"800",0.085,0.59,0.472222222222222,0.0142196061808988,0.999511707335367
"801",0.09,0.59,0.5,0.0168944986003931,1.00086509795764
"802",0.095,0.59,0.527777777777778,0.0197132797330665,0.996990644682851
"803",0.1,0.59,0.555555555555556,0.0230900593088747,1.00192115442807
"804",0.105,0.59,0.583333333333333,0.0249945993511095,1.0064818923959
"805",0.11,0.59,0.611111111111111,0.0303702547470138,0.999780010203091
"806",0.115,0.59,0.638888888888889,0.0355052815383032,1.00181004969765
"807",0.12,0.59,0.666666666666667,0.0406462709189167,1.00308498478015
"808",0.125,0.59,0.694444444444445,0.0497426650189438,1.00097295533496
"809",0.13,0.59,0.722222222222223,0.0599463537239687,0.9999229981902
"810",0.135,0.59,0.75,0.0771450671133841,0.99579349320825
"811",0.14,0.59,0.777777777777778,0.0969917092589126,1.00122652803134
"812",0.145,0.59,0.805555555555556,0.130648228771996,1.00215915504605
"813",0.15,0.59,0.833333333333334,0.176628207128538,1.00089633408565
"814",0.155,0.59,0.861111111111111,0.251516155846847,0.998030199593103
"815",0.16,0.59,0.888888888888889,0.36886490783937,1.00011343901131
"816",0.165,0.59,0.916666666666667,0.570668223344608,0.998183465141356
"817",0.17,0.59,0.944444444444445,0.911103039019176,0.99765402924539
"818",0.175,0.59,0.972222222222223,1.58624793671997,1.00114283604394
"834",0.01,0.595,0.0526315789473684,0.000216103544485352,0.998878598385312
"835",0.015,0.595,0.0789473684210527,0.000351284107558278,1.0042933476773
"836",0.02,0.595,0.105263157894737,0.000850213164765865,1.00519024636893
"837",0.025,0.595,0.131578947368421,0.00141662892550105,1.00050610146599
"838",0.03,0.595,0.157894736842105,0.0016699902939906,1.00088663438025
"839",0.035,0.595,0.18421052631579,0.00215681246874038,1.0011195969906
"840",0.04,0.595,0.210526315789474,0.0033366903000545,1.00056064032042
"841",0.045,0.595,0.236842105263158,0.0037344209796035,1.00166534898944
"842",0.05,0.595,0.263157894736842,0.00501132602864802,1.00256704787133
"843",0.055,0.595,0.289473684210526,0.00678007250200205,0.997502028407135
"844",0.06,0.595,0.315789473684211,0.00783100070276285,0.999531511998607
"845",0.065,0.595,0.342105263157895,0.00887032261157317,1.00646958618191
"846",0.07,0.595,0.368421052631579,0.0094321440225651,0.995894139613375
"847",0.075,0.595,0.394736842105263,0.0109267123521814,0.999876787282269
"848",0.08,0.595,0.421052631578948,0.0131105307745862,1.00162003543633
"849",0.085,0.595,0.447368421052632,0.0149153891396965,0.997687469231963
"850",0.09,0.595,0.473684210526316,0.0175567269728127,1.00189734514507
"851",0.095,0.595,0.5,0.0196632549688873,1.00047455329179
"852",0.1,0.595,0.526315789473684,0.0214713163465696,0.998442316060426
"853",0.105,0.595,0.552631578947369,0.0246157253339603,1.00034674379375
"854",0.11,0.595,0.578947368421053,0.0273685832267798,1.00160865668776
"855",0.115,0.595,0.605263157894737,0.0333741143503968,1.00198421662221
"856",0.12,0.595,0.631578947368421,0.0360056121915195,0.999217226106905
"857",0.125,0.595,0.657894736842105,0.0421421859881819,1.0016514794275
"858",0.13,0.595,0.68421052631579,0.0497219972864513,0.995908401098336
"859",0.135,0.595,0.710526315789474,0.0578021445310602,1.00046421200225
"860",0.14,0.595,0.736842105263158,0.0713270389915667,0.997844772815345
"861",0.145,0.595,0.763157894736842,0.0914802169790794,1.0026508695864
"862",0.15,0.595,0.789473684210527,0.115607011684289,1.0017536529279
"863",0.155,0.595,0.815789473684211,0.149834136419552,1.00204910640782
"864",0.16,0.595,0.842105263157895,0.202200781243551,0.999330490270137
"865",0.165,0.595,0.868421052631579,0.281823757697087,1.00062702275122
"866",0.17,0.595,0.894736842105263,0.412635678423418,1.00206438998853
"867",0.175,0.595,0.921052631578948,0.613380603047673,1.00054812824762
"868",0.18,0.595,0.947368421052632,0.974049804105848,0.999476665671391
"869",0.185,0.595,0.973684210526316,1.6402663980886,0.999890634010006
"883",0.01,0.6,0.05,0.000161057111669002,1.00158699764432
"884",0.015,0.6,0.075,0.000412573535256867,0.99804929667711
"885",0.02,0.6,0.1,0.000680653258336042,0.998850170227864
"886",0.025,0.6,0.125,0.00142024103218217,0.993800895846041
"887",0.03,0.6,0.15,0.00221866561379892,0.999088781150956
"888",0.035,0.6,0.175,0.00244920114734008,0.993345096193075
"889",0.04,0.6,0.2,0.00306123980714211,1.0041962563557
"890",0.045,0.6,0.225,0.00406376185519033,1.00255971539836
"891",0.05,0.6,0.25,0.00557023536020704,0.998762095068115
"892",0.055,0.6,0.275,0.00594114553767782,1.00070724981295
"893",0.06,0.6,0.3,0.00673509572637265,0.996394344739206
"894",0.065,0.6,0.325,0.00821979733171761,0.999605068082759
"895",0.07,0.6,0.35,0.00971513470822459,1.00114530840144
"896",0.075,0.6,0.375,0.0118268536604588,0.997976854445405
"897",0.08,0.6,0.4,0.0134912017039635,0.996393999430282
"898",0.085,0.6,0.425,0.0142885799243989,1.00442150767697
"899",0.09,0.6,0.45,0.0161691002914866,0.997718271179081
"900",0.095,0.6,0.475,0.0186938510580045,1.00021127564576
"901",0.1,0.6,0.5,0.021078598436111,0.999978246027825
"902",0.105,0.6,0.525,0.0244947214160836,1.00788865351985
"903",0.11,0.6,0.55,0.0272913364541602,0.999135812047354
"904",0.115,0.6,0.575,0.0301149916462273,1.00169330533347
"905",0.12,0.6,0.6,0.0340386139484928,1.00072564629502
"906",0.125,0.6,0.625,0.0382976497903419,1.0009445787177
"907",0.13,0.6,0.65,0.0446073823774696,1.00897900840475
"908",0.135,0.6,0.675,0.0498345146304229,0.996110852664362
"909",0.14,0.6,0.7,0.0610600048300307,1.00033097651552
"910",0.145,0.6,0.725,0.0690631640450912,0.996351543420593
"911",0.15,0.6,0.75,0.084052642519194,1.00241163029957
"912",0.155,0.6,0.775,0.10550964347454,1.0011215453635
"913",0.16,0.6,0.8,0.133284147387397,1.00108168165213
"914",0.165,0.6,0.825,0.173843724042208,0.997381085081799
"915",0.17,0.6,0.85,0.234128759287515,0.997350466014847
"916",0.175,0.6,0.875,0.316235516110672,0.995503044421835
"917",0.18,0.6,0.9,0.447836229258442,1.00039911551521
"918",0.185,0.6,0.925,0.664617877068245,1.00114918951388
"919",0.19,0.6,0.95,1.03153518584932,1.0011347245253
"920",0.195,0.6,0.975,1.70482159777422,1.00172204308916
"932",0.01,0.605,0.0476190476190476,0.000210525732634737,1.00122679459305
"933",0.015,0.605,0.0714285714285714,0.000285526782106604,0.998712683716889
"934",0.02,0.605,0.0952380952380953,0.000609944385390849,1.00582579282458
"935",0.025,0.605,0.119047619047619,0.00139452878198394,1.00078594503407
"936",0.03,0.605,0.142857142857143,0.00196107216882972,0.998101776918846
"937",0.035,0.605,0.166666666666667,0.00287731988149425,0.99781552604591
"938",0.04,0.605,0.190476190476191,0.00318274496742931,1.00126328933496
