"","Var1","Var2","theta","KLD"
"295",0.2,0.62,0.833333333333333,0.109250824248552
"296",0.21,0.62,0.875,0.184882013039146
"297",0.22,0.62,0.916666666666667,0.215177840921817
"298",0.23,0.62,0.958333333333333,0.160795165391559
"299",0.24,0.62,1,0.236774655687671
"300",0.25,0.62,1.04166666666667,0.240020449327325
"301",0.01,0.63,0.0384615384615385,0.00487897421614451
"302",0.02,0.63,0.0769230769230769,0.00875386752200648
"303",0.03,0.63,0.115384615384615,0.00247156056460184
"304",0.04,0.63,0.153846153846154,0.00303983154079276
"305",0.05,0.63,0.192307692307692,-0.000930383076343706
"306",0.06,0.63,0.230769230769231,0.0034193893666884
"307",0.07,0.63,0.269230769230769,0.00506974142421223
"308",0.08,0.63,0.307692307692308,0.0171277036924336
"309",0.09,0.63,0.346153846153846,0.00107972868190677
"310",0.1,0.63,0.384615384615385,0.00321112456431941
"311",0.11,0.63,0.423076923076923,0.00826662033731984
"312",0.12,0.63,0.461538461538462,0.0105466625841853
"313",0.13,0.63,0.5,0.00882259634401083
"314",0.14,0.63,0.538461538461539,0.0518375954781066
"315",0.15,0.63,0.576923076923077,0.0474750627473457
"316",0.16,0.63,0.615384615384615,0.0702455463895862
"317",0.17,0.63,0.653846153846154,0.0961480711236991
"318",0.18,0.63,0.692307692307692,0.107939300235672
"319",0.19,0.63,0.730769230769231,0.064057676213305
"320",0.2,0.63,0.769230769230769,0.108044086388442
"321",0.21,0.63,0.807692307692308,0.164832649869041
"322",0.22,0.63,0.846153846153846,0.136377487265538
"323",0.23,0.63,0.884615384615385,0.18055767287695
"324",0.24,0.63,0.923076923076923,0.201482945058585
"325",0.25,0.63,0.961538461538461,0.188672656677501
"326",0.01,0.64,0.0357142857142857,0.00219338481891219
"327",0.02,0.64,0.0714285714285714,0.00015102484693575
"328",0.03,0.64,0.107142857142857,0.00269371754260865
"329",0.04,0.64,0.142857142857143,0.0220397051153643
"330",0.05,0.64,0.178571428571429,0.000882167571783989
"331",0.06,0.64,0.214285714285714,0.000983504645995596
"332",0.07,0.64,0.25,0.0191360303052956
"333",0.08,0.64,0.285714285714286,0.00851382423261251
"334",0.09,0.64,0.321428571428571,0.00883441473512159
"335",0.1,0.64,0.357142857142857,0.0436311761008649
"336",0.11,0.64,0.392857142857143,0.00272503398246145
"337",0.12,0.64,0.428571428571428,0.0190387577404123
"338",0.13,0.64,0.464285714285714,0.0334506218992946
"339",0.14,0.64,0.5,0.0201203286493391
"340",0.15,0.64,0.535714285714286,0.0065855407667178
"341",0.16,0.64,0.571428571428571,0.0497534527473277
"342",0.17,0.64,0.607142857142857,0.0501443176402851
"343",0.18,0.64,0.642857142857143,0.0583370618140497
"344",0.19,0.64,0.678571428571428,0.086253608995687
"345",0.2,0.64,0.714285714285714,0.0846982981999722
"346",0.21,0.64,0.75,0.0551887695025682
"347",0.22,0.64,0.785714285714286,0.122858604066625
"348",0.23,0.64,0.821428571428571,0.151014617162069
"349",0.24,0.64,0.857142857142857,0.140545101243125
"350",0.25,0.64,0.892857142857143,0.127456266085861
"351",0.01,0.65,0.0333333333333333,0.00564482739562784
"352",0.02,0.65,0.0666666666666667,0.0136808949544758
"353",0.03,0.65,0.1,0.0167909383163887
"354",0.04,0.65,0.133333333333333,0.0169093379336448
"355",0.05,0.65,0.166666666666667,0.0024158395362243
"356",0.06,0.65,0.2,0.0124699288681322
"357",0.07,0.65,0.233333333333333,0.0177560184709785
"358",0.08,0.65,0.266666666666667,0.0133695778950161
"359",0.09,0.65,0.3,0.0145364312282506
"360",0.1,0.65,0.333333333333333,0.0226154053636462
"361",0.11,0.65,0.366666666666667,0.00623437966393265
"362",0.12,0.65,0.4,0.0152299826359477
"363",0.13,0.65,0.433333333333333,0.0214801514697115
"364",0.14,0.65,0.466666666666667,0.0556208705345883
"365",0.15,0.65,0.5,0.0274224545540032
"366",0.16,0.65,0.533333333333333,0.0407816764735272
"367",0.17,0.65,0.566666666666667,0.0570984362100809
"368",0.18,0.65,0.6,0.0726884216924617
"369",0.19,0.65,0.633333333333333,0.0838145512922051
"370",0.2,0.65,0.666666666666667,0.068695352812265
"371",0.21,0.65,0.7,0.0502238256392579
"372",0.22,0.65,0.733333333333333,0.112858610935281
"373",0.23,0.65,0.766666666666667,0.145432741928434
"374",0.24,0.65,0.8,0.122437381954386
"375",0.25,0.65,0.833333333333333,0.102082899125675
"376",0.01,0.66,0.03125,0.00406415463886668
"377",0.02,0.66,0.0625,0.0112656879526033
"378",0.03,0.66,0.09375,0.00045182976120551
"379",0.04,0.66,0.125,0.00146369052985744
"380",0.05,0.66,0.15625,0.0120885864788875
"381",0.06,0.66,0.1875,0.010498132587425
"382",0.07,0.66,0.21875,0.00143961341612005
"383",0.08,0.66,0.25,0.00100088490231131
"384",0.09,0.66,0.28125,0.00465280073631821
"385",0.1,0.66,0.3125,0.0238903723290603
"386",0.11,0.66,0.34375,0.0289277507834725
"387",0.12,0.66,0.375,0.0345526896305275
"388",0.13,0.66,0.40625,0.0474935031450173
"389",0.14,0.66,0.4375,0.0339711576294752
"390",0.15,0.66,0.46875,0.0586291316786178
"391",0.16,0.66,0.5,0.0116533869077025
"392",0.17,0.66,0.53125,0.0206828875104603
"393",0.18,0.66,0.5625,0.026735657579984
"394",0.19,0.66,0.59375,0.0188731482302718
"395",0.2,0.66,0.625,0.0382857428335584
"396",0.21,0.66,0.65625,0.0528164195910816
"397",0.22,0.66,0.6875,0.0649395990834227
"398",0.23,0.66,0.71875,0.0818640621835025
"399",0.24,0.66,0.75,0.0843032005517592
"400",0.25,0.66,0.78125,0.132878028537964
"401",0.01,0.67,0.0294117647058823,0.00388848806416204
"402",0.02,0.67,0.0588235294117647,0.00768499097034321
"403",0.03,0.67,0.088235294117647,0.00360437906151943
"404",0.04,0.67,0.117647058823529,-5.1375382563917e-05
"405",0.05,0.67,0.147058823529412,0.00254093609173601
"406",0.06,0.67,0.176470588235294,0.011617097635386
"407",0.07,0.67,0.205882352941176,0.0003374841051357
"408",0.08,0.67,0.235294117647059,0.000704309928655139
"409",0.09,0.67,0.264705882352941,0.00318674798503907
"410",0.1,0.67,0.294117647058823,5.04126148634294e-05
"411",0.11,0.67,0.323529411764706,0.00577715146773386
"412",0.12,0.67,0.352941176470588,0.00819992852099924
"413",0.13,0.67,0.382352941176471,0.00682420896854568
"414",0.14,0.67,0.411764705882353,0.0216568408561617
"415",0.15,0.67,0.441176470588235,0.0058581061438211
"416",0.16,0.67,0.470588235294118,0.0317855461999153
"417",0.17,0.67,0.5,0.020486222805835
"418",0.18,0.67,0.529411764705882,0.0301243901504145
"419",0.19,0.67,0.558823529411765,0.0277181744164929
"420",0.2,0.67,0.588235294117647,0.0314809610557788
"421",0.21,0.67,0.617647058823529,0.10703319812127
"422",0.22,0.67,0.647058823529412,0.0663539541437149
"423",0.23,0.67,0.676470588235294,0.0354388959537455
"424",0.24,0.67,0.705882352941176,0.115997677155223
"425",0.25,0.67,0.735294117647059,0.0691724878598054
"426",0.01,0.68,0.0277777777777778,0.000148896925297593
"427",0.02,0.68,0.0555555555555555,0.00588884104101832
"428",0.03,0.68,0.0833333333333333,0.00081653509694016
"429",0.04,0.68,0.111111111111111,0.0115295802508956
"430",0.05,0.68,0.138888888888889,0.00401442065645118
"431",0.06,0.68,0.166666666666667,0.00988383118131599
"432",0.07,0.68,0.194444444444444,0.00394751609010969
"433",0.08,0.68,0.222222222222222,0.0124448377380001
"434",0.09,0.68,0.25,0.000595266057062857
"435",0.1,0.68,0.277777777777778,0.00247562027320158
"436",0.11,0.68,0.305555555555555,0.0085348439681344
"437",0.12,0.68,0.333333333333333,0.00669263868750913
"438",0.13,0.68,0.361111111111111,0.060544724453415
"439",0.14,0.68,0.388888888888889,0.00587500720466969
"440",0.15,0.68,0.416666666666667,0.0185300781266089
"441",0.16,0.68,0.444444444444444,0.0304739312594989
"442",0.17,0.68,0.472222222222222,0.00905733559157708
"443",0.18,0.68,0.5,0.0541996560933582
"444",0.19,0.68,0.527777777777778,0.0208131248476679
"445",0.2,0.68,0.555555555555555,0.0718756223733891
"446",0.21,0.68,0.583333333333333,0.0507342505604675
"447",0.22,0.68,0.611111111111111,0.100459622439891
"448",0.23,0.68,0.638888888888889,0.0297224707995721
"449",0.24,0.68,0.666666666666667,0.0835873490074237
"450",0.25,0.68,0.694444444444444,0.0246657028092238
"451",0.01,0.69,0.0263157894736842,0.00219122622033874
"452",0.02,0.69,0.0526315789473684,0.00402585399536499
"453",0.03,0.69,0.0789473684210527,0.0107608081916407
"454",0.04,0.69,0.105263157894737,0.00408249150295373
"455",0.05,0.69,0.131578947368421,0.00401856764759379
"456",0.06,0.69,0.157894736842105,0.00189589546531821
"457",0.07,0.69,0.18421052631579,0.00617982403941055
"458",0.08,0.69,0.210526315789474,0.00467392110679815
"459",0.09,0.69,0.236842105263158,0.00451584804354688
"460",0.1,0.69,0.263157894736842,0.00436283264690577
"461",0.11,0.69,0.289473684210526,0.00164034354381721
"462",0.12,0.69,0.315789473684211,0.0196624477529575
"463",0.13,0.69,0.342105263157895,0.00810556778330553
"464",0.14,0.69,0.368421052631579,0.0119542809519714
"465",0.15,0.69,0.394736842105263,0.00821219518667346
"466",0.16,0.69,0.421052631578948,0.00278983058376091
"467",0.17,0.69,0.447368421052632,0.0486304527045464
"468",0.18,0.69,0.473684210526316,0.0290413383777759
"469",0.19,0.69,0.5,0.030393779061463
"470",0.2,0.69,0.526315789473684,0.0364581746750427
"471",0.21,0.69,0.552631578947369,0.0276661781754216
"472",0.22,0.69,0.578947368421053,0.0439121760403859
"473",0.23,0.69,0.605263157894737,0.0359387275972654
"474",0.24,0.69,0.631578947368421,0.0844271408385106
"475",0.25,0.69,0.657894736842105,0.0487853022133443
"476",0.01,0.7,0.025,0.00722135953210567
"477",0.02,0.7,0.05,0.00173445960182424
"478",0.03,0.7,0.075,0.0145863216516427
"479",0.04,0.7,0.1,0.00328612858751024
"480",0.05,0.7,0.125,0.00506099121822898
"481",0.06,0.7,0.15,0.0151242951666239
"482",0.07,0.7,0.175,0.00190436408250984
"483",0.08,0.7,0.2,0.022648527531445
"484",0.09,0.7,0.225,0.00531654441142434
"485",0.1,0.7,0.25,0.0118855557180515
"486",0.11,0.7,0.275,0.00545561633743212
"487",0.12,0.7,0.3,0.00346505630816231
"488",0.13,0.7,0.325,0.0115300479924446
"489",0.14,0.7,0.35,0.0205928389679983
"490",0.15,0.7,0.375,0.00363087319055598
"491",0.16,0.7,0.4,0.020757773133427
"492",0.17,0.7,0.425,0.00668462359091067
"493",0.18,0.7,0.45,0.0333141197539535
"494",0.19,0.7,0.475,0.008304344966477
"495",0.2,0.7,0.5,0.0165111580615256
"496",0.21,0.7,0.525,0.0358769916904045
"497",0.22,0.7,0.55,0.00132547625539054
"498",0.23,0.7,0.575,0.0302958253086765
"499",0.24,0.7,0.6,0.0633850754653693
"500",0.25,0.7,0.625,0.0412066592729397
"501",0.01,0.71,0.0238095238095238,0.00739871625113379
"502",0.02,0.71,0.0476190476190476,0.0112117370462775
"503",0.03,0.71,0.0714285714285714,-1.94089389163189e-05
"504",0.04,0.71,0.0952380952380953,0.00716868749445372
"505",0.05,0.71,0.119047619047619,0.00533050512476385
"506",0.06,0.71,0.142857142857143,0.00301639116858801
"507",0.07,0.71,0.166666666666667,0.00528229528311948
"508",0.08,0.71,0.190476190476191,0.00404943893936335
"509",0.09,0.71,0.214285714285714,0.00192159368491201
"510",0.1,0.71,0.238095238095238,0.00049222336955824
"511",0.11,0.71,0.261904761904762,0.0124957969389743
"512",0.12,0.71,0.285714285714286,0.00150675211836781
"513",0.13,0.71,0.30952380952381,0.0212468335798135
"514",0.14,0.71,0.333333333333333,0.000178255769666326
"515",0.15,0.71,0.357142857142857,0.00942193159854159
"516",0.16,0.71,0.380952380952381,0.00263607347307162
"517",0.17,0.71,0.404761904761905,0.0169160559756079
"518",0.18,0.71,0.428571428571429,0.024081935725024
"519",0.19,0.71,0.452380952380952,0.00819537169318359
"520",0.2,0.71,0.476190476190476,0.0124950362021446
"521",0.21,0.71,0.5,0.0246183374129869
"522",0.22,0.71,0.523809523809524,0.0591137542853738
"523",0.23,0.71,0.547619047619048,0.0536023324026991
"524",0.24,0.71,0.571428571428572,0.0213555846724502
"525",0.25,0.71,0.595238095238095,0.0555835877412244
"526",0.01,0.72,0.0227272727272727,4.80527503373474e-05
"527",0.02,0.72,0.0454545454545455,0.0121243697095245
"528",0.03,0.72,0.0681818181818182,0.0115490630221072
"529",0.04,0.72,0.0909090909090909,0.000655999028762553
"530",0.05,0.72,0.113636363636364,0.00151900409688481
"531",0.06,0.72,0.136363636363636,0.00366387193207227
"532",0.07,0.72,0.159090909090909,0.013114995935684
"533",0.08,0.72,0.181818181818182,0.00154856347141186
"534",0.09,0.72,0.204545454545455,0.00696555643787029
