"","Var1","Var2","theta","KLD"
"535",0.1,0.72,0.227272727272727,0.0021221080742829
"536",0.11,0.72,0.25,0.00572379321602072
"537",0.12,0.72,0.272727272727273,0.00544725416815902
"538",0.13,0.72,0.295454545454546,0.00686647175739993
"539",0.14,0.72,0.318181818181818,0.00950968842938228
"540",0.15,0.72,0.340909090909091,4.78473118758181e-06
"541",0.16,0.72,0.363636363636364,0.000692510783893563
"542",0.17,0.72,0.386363636363636,0.0194831820708378
"543",0.18,0.72,0.409090909090909,0.00378070438036324
"544",0.19,0.72,0.431818181818182,0.0124815526210551
"545",0.2,0.72,0.454545454545455,0.00674197190824344
"546",0.21,0.72,0.477272727272727,0.0487048460898572
"547",0.22,0.72,0.5,0.0253371997969159
"548",0.23,0.72,0.522727272727273,0.016037749080011
"549",0.24,0.72,0.545454545454546,0.0113788498096437
"550",0.25,0.72,0.568181818181818,0.0347541878367789
"551",0.01,0.73,0.0217391304347826,0.0121901884955659
"552",0.02,0.73,0.0434782608695652,-0.000624439439510857
"553",0.03,0.73,0.0652173913043478,0.0157477955524286
"554",0.04,0.73,0.0869565217391304,0.00121368221064974
"555",0.05,0.73,0.108695652173913,0.000781562144592618
"556",0.06,0.73,0.130434782608696,0.0102420832840893
"557",0.07,0.73,0.152173913043478,0.000205900330523929
"558",0.08,0.73,0.173913043478261,0.00961040319755346
"559",0.09,0.73,0.195652173913043,0.00107092545457918
"560",0.1,0.73,0.217391304347826,0.00839876112551804
"561",0.11,0.73,0.239130434782609,0.0230684211866021
"562",0.12,0.73,0.260869565217391,0.00494801861516225
"563",0.13,0.73,0.282608695652174,0.0105364191336958
"564",0.14,0.73,0.304347826086957,0.0117832998393711
"565",0.15,0.73,0.326086956521739,0.0411270066306757
"566",0.16,0.73,0.347826086956522,0.00340623003175711
"567",0.17,0.73,0.369565217391304,0.00615455087604858
"568",0.18,0.73,0.391304347826087,0.00481688024980785
"569",0.19,0.73,0.41304347826087,0.00987459311542907
"570",0.2,0.73,0.434782608695652,0.00695243867207269
"571",0.21,0.73,0.456521739130435,0.0236071543064292
"572",0.22,0.73,0.478260869565217,0.0304868682713187
"573",0.23,0.73,0.5,0.00643696695840849
"574",0.24,0.73,0.521739130434783,0.0131925188487396
"575",0.25,0.73,0.543478260869565,0.0212588260597398
"576",0.01,0.74,0.0208333333333333,0.00941164835912823
"577",0.02,0.74,0.0416666666666667,0.00406212654554275
"578",0.03,0.74,0.0625,0.0244180624312365
"579",0.04,0.74,0.0833333333333333,0.00462909522436111
"580",0.05,0.74,0.104166666666667,0.00602827515358036
"581",0.06,0.74,0.125,0.00450736689817904
"582",0.07,0.74,0.145833333333333,0.0181466035865709
"583",0.08,0.74,0.166666666666667,0.000978804585489101
"584",0.09,0.74,0.1875,0.00472916925309198
"585",0.1,0.74,0.208333333333333,0.00158160282210855
"586",0.11,0.74,0.229166666666667,0.00827754346953119
"587",0.12,0.74,0.25,0.0139962653945604
"588",0.13,0.74,0.270833333333333,0.00616752275815162
"589",0.14,0.74,0.291666666666667,0.000503196534621725
"590",0.15,0.74,0.3125,0.0248738188460336
"591",0.16,0.74,0.333333333333333,0.00446128423531183
"592",0.17,0.74,0.354166666666667,0.0290182864791101
"593",0.18,0.74,0.375,0.0102216295409039
"594",0.19,0.74,0.395833333333333,0.00564505639710606
"595",0.2,0.74,0.416666666666667,0.0235175950189841
"596",0.21,0.74,0.4375,0.025235968422914
"597",0.22,0.74,0.458333333333333,0.0137030594780623
"598",0.23,0.74,0.479166666666667,0.0170062955734805
"599",0.24,0.74,0.5,0.0316881223011165
"600",0.25,0.74,0.520833333333333,0.0421454354838942
"601",0.01,0.75,0.02,0.00993931722610178
"602",0.02,0.75,0.04,0.00382256185788177
"603",0.03,0.75,0.06,-0.00049277136561164
"604",0.04,0.75,0.08,0.0108701378574977
"605",0.05,0.75,0.1,0.00495086266161512
"606",0.06,0.75,0.12,3.20616435877022e-06
"607",0.07,0.75,0.14,0.0173965329690541
"608",0.08,0.75,0.16,0.000646925961424507
"609",0.09,0.75,0.18,0.000119545199033622
"610",0.1,0.75,0.2,0.00177342424887252
"611",0.11,0.75,0.22,0.00507573652636393
"612",0.12,0.75,0.24,0.00711137608564977
"613",0.13,0.75,0.26,0.00817353338980916
"614",0.14,0.75,0.28,0.00184408910349512
"615",0.15,0.75,0.3,0.000475512386411965
"616",0.16,0.75,0.32,0.0178589397243153
"617",0.17,0.75,0.34,0.00790511297717962
"618",0.18,0.75,0.36,0.0256728474667975
"619",0.19,0.75,0.38,0.00883850645956306
"620",0.2,0.75,0.4,0.000554517329684676
"621",0.21,0.75,0.42,0.00476573126213295
"622",0.22,0.75,0.44,0.0088960482446223
"623",0.23,0.75,0.46,0.0160336794677752
"624",0.24,0.75,0.48,0.0172453042936815
"625",0.25,0.75,0.5,0.0227455330582077
"626",0.01,0.76,0.0192307692307692,0.00376345883011779
"627",0.02,0.76,0.0384615384615385,4.51490495667495e-05
"628",0.03,0.76,0.0576923076923077,-0.000743379823232107
"629",0.04,0.76,0.0769230769230769,0.00217756868587372
"630",0.05,0.76,0.0961538461538462,0.00806583574006622
"631",0.06,0.76,0.115384615384615,0.0020439289566528
"632",0.07,0.76,0.134615384615385,0.00792059819079993
"633",0.08,0.76,0.153846153846154,0.000319505312049921
"634",0.09,0.76,0.173076923076923,0.00324042977958344
"635",0.1,0.76,0.192307692307692,0.00404365880736593
"636",0.11,0.76,0.211538461538462,0.00290343043240755
"637",0.12,0.76,0.230769230769231,0.0091047122088092
"638",0.13,0.76,0.25,0.00109230184961135
"639",0.14,0.76,0.269230769230769,0.00818741806914041
"640",0.15,0.76,0.288461538461538,0.00897881489014491
"641",0.16,0.76,0.307692307692308,0.00335081618913054
"642",0.17,0.76,0.326923076923077,0.0104573370059915
"643",0.18,0.76,0.346153846153846,0.00213486892203889
"644",0.19,0.76,0.365384615384615,0.0203463303693684
"645",0.2,0.76,0.384615384615385,0.009006805748696
"646",0.21,0.76,0.403846153846154,0.0152086513194195
"647",0.22,0.76,0.423076923076923,0.00223079085769681
"648",0.23,0.76,0.442307692307692,0.0210872615720624
"649",0.24,0.76,0.461538461538462,0.02251405914952
"650",0.25,0.76,0.480769230769231,0.0459709298564131
"651",0.01,0.77,0.0185185185185185,0.00786498093937347
"652",0.02,0.77,0.037037037037037,0.0228077679480751
"653",0.03,0.77,0.0555555555555556,0.00251970892250885
"654",0.04,0.77,0.0740740740740741,0.00383509931820096
"655",0.05,0.77,0.0925925925925926,0.0113710229814981
"656",0.06,0.77,0.111111111111111,0.0131399000437269
"657",0.07,0.77,0.12962962962963,0.00986685758984591
"658",0.08,0.77,0.148148148148148,0.00334179595392592
"659",0.09,0.77,0.166666666666667,0.000884394623789336
"660",0.1,0.77,0.185185185185185,0.010569272989571
"661",0.11,0.77,0.203703703703704,0.0063479654620924
"662",0.12,0.77,0.222222222222222,0.00622405243461494
"663",0.13,0.77,0.240740740740741,0.0121739394023164
"664",0.14,0.77,0.259259259259259,0.010818456012603
"665",0.15,0.77,0.277777777777778,0.0144052808289752
"666",0.16,0.77,0.296296296296296,0.01137034274402
"667",0.17,0.77,0.314814814814815,0.0233236706047431
"668",0.18,0.77,0.333333333333333,0.00652824568948997
"669",0.19,0.77,0.351851851851852,0.0041359292246985
"670",0.2,0.77,0.37037037037037,0.00141901852803561
"671",0.21,0.77,0.388888888888889,0.0178089731979333
"672",0.22,0.77,0.407407407407407,0.0347394932901774
"673",0.23,0.77,0.425925925925926,0.00169328522289744
"674",0.24,0.77,0.444444444444444,0.0160651951618951
"675",0.25,0.77,0.462962962962963,0.0285447550894125
"676",0.01,0.78,0.0178571428571429,0.02496451441801
"677",0.02,0.78,0.0357142857142857,0.00193459900259814
"678",0.03,0.78,0.0535714285714286,0.00127168687256354
"679",0.04,0.78,0.0714285714285714,0.00700837678460589
"680",0.05,0.78,0.0892857142857143,0.000249535900641883
"681",0.06,0.78,0.107142857142857,0.0107918668540501
"682",0.07,0.78,0.125,0.0235643580177866
"683",0.08,0.78,0.142857142857143,0.0101360981967276
"684",0.09,0.78,0.160714285714286,0.00404236698774311
"685",0.1,0.78,0.178571428571429,0.010427482072411
"686",0.11,0.78,0.196428571428571,0.0146964418814592
"687",0.12,0.78,0.214285714285714,0.000574638286887965
"688",0.13,0.78,0.232142857142857,0.0211562653844967
"689",0.14,0.78,0.25,0.00421301400935603
"690",0.15,0.78,0.267857142857143,0.0299085041095686
"691",0.16,0.78,0.285714285714286,0.0178761709741193
"692",0.17,0.78,0.303571428571429,0.00933431981663389
"693",0.18,0.78,0.321428571428571,0.00449249006616494
"694",0.19,0.78,0.339285714285714,0.0192155678454216
"695",0.2,0.78,0.357142857142857,0.0128580097834866
"696",0.21,0.78,0.375,0.00229070494602683
"697",0.22,0.78,0.392857142857143,0.004923887184904
"698",0.23,0.78,0.410714285714286,0.00150170652688627
"699",0.24,0.78,0.428571428571429,0.000407043862502181
"700",0.25,0.78,0.446428571428571,0.0486032636105329
"701",0.01,0.79,0.0172413793103448,-0.000373364363187024
"702",0.02,0.79,0.0344827586206897,0.00267093851243635
"703",0.03,0.79,0.0517241379310345,0.0037026461360536
"704",0.04,0.79,0.0689655172413793,0.00375292935214725
"705",0.05,0.79,0.0862068965517241,0.00124771191681366
"706",0.06,0.79,0.103448275862069,-0.000182737655481524
"707",0.07,0.79,0.120689655172414,0.000277164786614822
"708",0.08,0.79,0.137931034482759,0.0092118646797841
"709",0.09,0.79,0.155172413793103,0.00871603268851338
"710",0.1,0.79,0.172413793103448,0.0136973548388523
"711",0.11,0.79,0.189655172413793,0.0266336308776866
"712",0.12,0.79,0.206896551724138,0.00358640523453986
"713",0.13,0.79,0.224137931034483,0.00404570397364635
"714",0.14,0.79,0.241379310344828,0.00249355441755514
"715",0.15,0.79,0.258620689655172,0.00136780405379472
"716",0.16,0.79,0.275862068965517,0.00190718984086423
"717",0.17,0.79,0.293103448275862,0.00232059242704457
"718",0.18,0.79,0.310344827586207,0.0186054379756156
"719",0.19,0.79,0.327586206896552,0.0146213005528765
"720",0.2,0.79,0.344827586206897,0.000363428951403756
"721",0.21,0.79,0.362068965517241,0.0170182398866598
"722",0.22,0.79,0.379310344827586,0.00733737604979494
"723",0.23,0.79,0.396551724137931,0.00294761011956907
"724",0.24,0.79,0.413793103448276,0.0148819018399396
"725",0.25,0.79,0.431034482758621,0.00575799854895412
"726",0.01,0.8,0.0166666666666667,0.0213799947303695
"727",0.02,0.8,0.0333333333333333,0.00397855563191241
"728",0.03,0.8,0.05,0.00799165238874663
"729",0.04,0.8,0.0666666666666667,0.00155956429429035
"730",0.05,0.8,0.0833333333333333,0.0103949747956415
"731",0.06,0.8,0.1,0.0106269767873792
"732",0.07,0.8,0.116666666666667,0.00673946965566728
"733",0.08,0.8,0.133333333333333,8.98552376434993e-05
"734",0.09,0.8,0.15,0.0142167384448387
"735",0.1,0.8,0.166666666666667,0.00483131041950351
"736",0.11,0.8,0.183333333333333,0.00647029803775935
"737",0.12,0.8,0.2,0.0251019130056317
"738",0.13,0.8,0.216666666666667,0.00264932609844899
"739",0.14,0.8,0.233333333333333,0.00862952877941267
"740",0.15,0.8,0.25,0.0215643612240707
"741",0.16,0.8,0.266666666666667,0.000220386358574037
"742",0.17,0.8,0.283333333333333,0.0199192850719897
"743",0.18,0.8,0.3,0.00731633597510441
"744",0.19,0.8,0.316666666666667,0.00830883494754633
"745",0.2,0.8,0.333333333333333,0.0283200830799552
"746",0.21,0.8,0.35,0.00243557820884728
"747",0.22,0.8,0.366666666666667,0.0243903866336129
"748",0.23,0.8,0.383333333333333,0.0107082894173437
"749",0.24,0.8,0.4,0.0078646800103291
"750",0.25,0.8,0.416666666666667,0.0177794834143698
"751",0.01,0.81,0.0161290322580645,0.00596726385923871
"752",0.02,0.81,0.032258064516129,0.00342269003303751
"753",0.03,0.81,0.0483870967741935,0.00988753574939376
"754",0.04,0.81,0.064516129032258,0.00489550683107601
"755",0.05,0.81,0.0806451612903226,0.00720294774189999
"756",0.06,0.81,0.0967741935483871,0.00233140745130002
"757",0.07,0.81,0.112903225806452,0.00609989578590578
"758",0.08,0.81,0.129032258064516,0.000984947267535568
"759",0.09,0.81,0.145161290322581,0.00265122276222591
"760",0.1,0.81,0.161290322580645,0.000361234127335403
"761",0.11,0.81,0.17741935483871,-0.00061412822924632
"762",0.12,0.81,0.193548387096774,0.00243350802139513
"763",0.13,0.81,0.209677419354839,0.0115291049892586
"764",0.14,0.81,0.225806451612903,0.000184379849300067
"765",0.15,0.81,0.241935483870968,0.000805429298503708
"766",0.16,0.81,0.258064516129032,0.00982080173770146
"767",0.17,0.81,0.274193548387097,-0.000245769506894554
"768",0.18,0.81,0.290322580645161,0.00186253338521645
"769",0.19,0.81,0.306451612903226,0.000345020605441644
"770",0.2,0.81,0.32258064516129,0.00597105708141272
"771",0.21,0.81,0.338709677419355,0.000498808487719751
"772",0.22,0.81,0.354838709677419,0.0276888089585487
"773",0.23,0.81,0.370967741935484,0.00704706043741993
"774",0.24,0.81,0.387096774193548,0.00110401677550034
"775",0.25,0.81,0.403225806451613,0.0237988341021443
"776",0.01,0.82,0.015625,0.00268776952451703
"777",0.02,0.82,0.03125,0.00444615828823171
"778",0.03,0.82,0.046875,0.000302218610856644
"779",0.04,0.82,0.0625,0.00306674060640455
"780",0.05,0.82,0.078125,-0.000212033218176485
"781",0.06,0.82,0.09375,0.00517922863676141
"782",0.07,0.82,0.109375,0.00386459225578323
"783",0.08,0.82,0.125,-0.000468235945767442
"784",0.09,0.82,0.140625,0.00141697319652382
"785",0.1,0.82,0.15625,0.00173705342508485
"786",0.11,0.82,0.171875,-0.00020245984698978
"787",0.12,0.82,0.1875,0.0130754226614376
"788",0.13,0.82,0.203125,0.0119056339569864
"789",0.14,0.82,0.21875,0.000491357350524459
"790",0.15,0.82,0.234375,0.000112384087979079
"791",0.16,0.82,0.25,0.0128304884208499
"792",0.17,0.82,0.265625,0.011637464940409
"793",0.18,0.82,0.28125,0.00374523981520189
"794",0.19,0.82,0.296875,0.00260918410616902
"795",0.2,0.82,0.3125,0.0093027077275603
"796",0.21,0.82,0.328125,0.0285543711205092
"797",0.22,0.82,0.34375,2.19543690139928e-05
"798",0.23,0.82,0.359375,0.01734950681184
"799",0.24,0.82,0.375,0.00274102839179351
"800",0.25,0.82,0.390625,0.00727069778385359
"801",0.01,0.83,0.0151515151515151,0.019230118733369
"802",0.02,0.83,0.0303030303030303,0.00202281825847782
"803",0.03,0.83,0.0454545454545454,0.00429776009454261
"804",0.04,0.83,0.0606060606060606,0.00828563961702624
"805",0.05,0.83,0.0757575757575757,0.00655502286534607
"806",0.06,0.83,0.0909090909090909,0.0122482629144005
"807",0.07,0.83,0.106060606060606,0.00228823594157193
"808",0.08,0.83,0.121212121212121,0.00136242298305828
"809",0.09,0.83,0.136363636363636,0.000720606533599587
"810",0.1,0.83,0.151515151515151,0.0243463484059496
"811",0.11,0.83,0.166666666666667,0.0300581094920196
"812",0.12,0.83,0.181818181818182,0.00173298866656322
"813",0.13,0.83,0.196969696969697,0.00870496762317763
"814",0.14,0.83,0.212121212121212,0.00573604071034289
"815",0.15,0.83,0.227272727272727,0.0045626665886402
"816",0.16,0.83,0.242424242424242,0.00641323909682256
"817",0.17,0.83,0.257575757575758,0.0014410978406405
"818",0.18,0.83,0.272727272727273,0.00140162841314357
"819",0.19,0.83,0.287878787878788,-2.89019220788366e-05
"820",0.2,0.83,0.303030303030303,0.00655889603443693
"821",0.21,0.83,0.318181818181818,0.00138234628519659
"822",0.22,0.83,0.333333333333333,0.00132886007224149
"823",0.23,0.83,0.348484848484848,0.00576260093012116
"824",0.24,0.83,0.363636363636364,0.00468428034191944
"825",0.25,0.83,0.378787878787879,-0.00199115897429308
"826",0.01,0.84,0.0147058823529412,0.0194902382581928
"827",0.02,0.84,0.0294117647058823,0.0039293671298909
"828",0.03,0.84,0.0441176470588235,0.0264865928361425
"829",0.04,0.84,0.0588235294117647,0.001488861745457
"830",0.05,0.84,0.0735294117647059,0.0161348844654996
"831",0.06,0.84,0.0882352941176471,0.000367879880000255
"832",0.07,0.84,0.102941176470588,-0.00154891743889799
"833",0.08,0.84,0.117647058823529,-0.000824668221323853
"834",0.09,0.84,0.132352941176471,0.00643637613805252
"835",0.1,0.84,0.147058823529412,0.00353291765733152
"836",0.11,0.84,0.161764705882353,0.0160514538635932
"837",0.12,0.84,0.176470588235294,0.000748211264313481
"838",0.13,0.84,0.191176470588235,0.00903311670863166
"839",0.14,0.84,0.205882352941176,0.00726996256107051
"840",0.15,0.84,0.220588235294118,0.0110483059362607
"841",0.16,0.84,0.235294117647059,0.00411785724913283
"842",0.17,0.84,0.25,0.0162278402254339
"843",0.18,0.84,0.264705882352941,0.032335140314396
"844",0.19,0.84,0.279411764705882,0.00606140629762321
"845",0.2,0.84,0.294117647058823,0.00928300760081613
"846",0.21,0.84,0.308823529411765,0.000557508553356585
"847",0.22,0.84,0.323529411764706,0.0035028192735145
"848",0.23,0.84,0.338235294117647,0.01110365347188
"849",0.24,0.84,0.352941176470588,0.0092180519518254
"850",0.25,0.84,0.367647058823529,0.00760776862738369
"851",0.01,0.85,0.0142857142857143,0.000909469926181276
"852",0.02,0.85,0.0285714285714286,0.00237829100084822
"853",0.03,0.85,0.0428571428571428,0.000784638881429732
"854",0.04,0.85,0.0571428571428571,0.00643879413519678
"855",0.05,0.85,0.0714285714285714,0.00513037606042943
"856",0.06,0.85,0.0857142857142857,0.0170201470311759
"857",0.07,0.85,0.1,0.000857774233507362
"858",0.08,0.85,0.114285714285714,0.00200231996381476
"859",0.09,0.85,0.128571428571429,0.0041512221327788
"860",0.1,0.85,0.142857142857143,0.00452827045273629
"861",0.11,0.85,0.157142857142857,0.027306459489282
"862",0.12,0.85,0.171428571428571,0.00072427494869577
"863",0.13,0.85,0.185714285714286,0.0163107309336778
"864",0.14,0.85,0.2,0.0035146287995997
"865",0.15,0.85,0.214285714285714,0.00113657434654988
"866",0.16,0.85,0.228571428571429,0.00493753552003089
"867",0.17,0.85,0.242857142857143,0.00834286286247732
"868",0.18,0.85,0.257142857142857,0.00619237596615622
"869",0.19,0.85,0.271428571428571,0.00139357591992882
"870",0.2,0.85,0.285714285714286,0.00187164895342431
"871",0.21,0.85,0.3,0.000473468649832929
"872",0.22,0.85,0.314285714285714,0.010343707597401
"873",0.23,0.85,0.328571428571429,0.0176868840743791
"874",0.24,0.85,0.342857142857143,0.00738567931661049
"875",0.25,0.85,0.357142857142857,0.00106952551480898
"876",0.01,0.86,0.0138888888888889,0.00136612208586574
"877",0.02,0.86,0.0277777777777778,0.0066272524445514
"878",0.03,0.86,0.0416666666666667,0.00452108980278551
"879",0.04,0.86,0.0555555555555555,0.0162132337333418
"880",0.05,0.86,0.0694444444444444,0.00217635874193473
"881",0.06,0.86,0.0833333333333333,-0.000612911754077416
"882",0.07,0.86,0.0972222222222222,0.00176011587370171
"883",0.08,0.86,0.111111111111111,0.0167859225613272
"884",0.09,0.86,0.125,0.00916470933262345
"885",0.1,0.86,0.138888888888889,0.0156967255920757
"886",0.11,0.86,0.152777777777778,0.0105838377631075
"887",0.12,0.86,0.166666666666667,0.00140754945328948
"888",0.13,0.86,0.180555555555556,0.00245931941071592
"889",0.14,0.86,0.194444444444444,0.0220079701604221
"890",0.15,0.86,0.208333333333333,0.000967404716730357
"891",0.16,0.86,0.222222222222222,0.0123259440340484
"892",0.17,0.86,0.236111111111111,0.00300285517088164
"893",0.18,0.86,0.25,0.0178775544729837
"894",0.19,0.86,0.263888888888889,0.0113465681435516
"895",0.2,0.86,0.277777777777778,0.0011733363981326
"896",0.21,0.86,0.291666666666667,0.00240835627721999
"897",0.22,0.86,0.305555555555555,0.0166453671750038
"898",0.23,0.86,0.319444444444444,0.00469492712424263
"899",0.24,0.86,0.333333333333333,0.0129715278638382
"900",0.25,0.86,0.347222222222222,0.0160885556491764
"901",0.01,0.87,0.0135135135135135,0.00617451201942483
"902",0.02,0.87,0.027027027027027,0.00572179029251569
"903",0.03,0.87,0.0405405405405405,0.00533223081991432
"904",0.04,0.87,0.0540540540540541,0.00019178207264617
"905",0.05,0.87,0.0675675675675676,7.65546499736653e-06
"906",0.06,0.87,0.0810810810810811,0.0165443836673314
"907",0.07,0.87,0.0945945945945946,0.00643066880217226
"908",0.08,0.87,0.108108108108108,-0.00046883518249339
"909",0.09,0.87,0.121621621621622,0.00935575602015987
"910",0.1,0.87,0.135135135135135,-4.21774857432873e-05
"911",0.11,0.87,0.148648648648649,0.00432039003351331
"912",0.12,0.87,0.162162162162162,0.0025099349698894
"913",0.13,0.87,0.175675675675676,0.00746955535289175
"914",0.14,0.87,0.189189189189189,0.00131864186761831
"915",0.15,0.87,0.202702702702703,0.00374215551501128
"916",0.16,0.87,0.216216216216216,0.00040765375006508
"917",0.17,0.87,0.22972972972973,0.00618893291533004
"918",0.18,0.87,0.243243243243243,0.00432046281539306
"919",0.19,0.87,0.256756756756757,0.0079152035645963
"920",0.2,0.87,0.27027027027027,0.000721804174083687
"921",0.21,0.87,0.283783783783784,0.00833969376615627
"922",0.22,0.87,0.297297297297297,0.00826835730285789
"923",0.23,0.87,0.310810810810811,0.0301147675626601
"924",0.24,0.87,0.324324324324324,0.000414941332248669
"925",0.25,0.87,0.337837837837838,0.00170098159307785
"926",0.01,0.88,0.0131578947368421,0.00326551668619941
"927",0.02,0.88,0.0263157894736842,0.00557467483805101
"928",0.03,0.88,0.0394736842105263,0.00725779097903386
"929",0.04,0.88,0.0526315789473684,0.00463016002043471
"930",0.05,0.88,0.0657894736842105,-0.000196209304577281
"931",0.06,0.88,0.0789473684210526,0.000641847130760124
"932",0.07,0.88,0.0921052631578947,0.00032458662103636
"933",0.08,0.88,0.105263157894737,0.00117972329080762
"934",0.09,0.88,0.118421052631579,0.000405540415616624
"935",0.1,0.88,0.131578947368421,0.00121280530653595
"936",0.11,0.88,0.144736842105263,0.0065797297081301
"937",0.12,0.88,0.157894736842105,0.00399572210790662
"938",0.13,0.88,0.171052631578947,0.0086725442981869
"939",0.14,0.88,0.184210526315789,0.0137315929461726
"940",0.15,0.88,0.197368421052632,0.0169105814949753
"941",0.16,0.88,0.210526315789474,0.00197218033797196
"942",0.17,0.88,0.223684210526316,0.000577566189913142
"943",0.18,0.88,0.236842105263158,0.0044150770946991
"944",0.19,0.88,0.25,0.000304196831691433
"945",0.2,0.88,0.263157894736842,0.000126729231601332
"946",0.21,0.88,0.276315789473684,0.000462868219920468
"947",0.22,0.88,0.289473684210526,0.00263047080778283
"948",0.23,0.88,0.302631578947368,7.82617440204766e-05
"949",0.24,0.88,0.315789473684211,0.00156646563303933
"950",0.25,0.88,0.328947368421053,0.0011384423547156
"951",0.01,0.89,0.0128205128205128,0.00486830234276537
"952",0.02,0.89,0.0256410256410256,0.00985671954409571
"953",0.03,0.89,0.0384615384615385,0.00443591045584384
"954",0.04,0.89,0.0512820512820513,0.0209130572345611
"955",0.05,0.89,0.0641025641025641,0.0101345106056272
"956",0.06,0.89,0.0769230769230769,-0.000367885277555507
"957",0.07,0.89,0.0897435897435897,0.00789565809562192
"958",0.08,0.89,0.102564102564103,-0.000273143126007678
"959",0.09,0.89,0.115384615384615,0.00429650811016341
"960",0.1,0.89,0.128205128205128,0.017207648052196
"961",0.11,0.89,0.141025641025641,0.0149859747922157
"962",0.12,0.89,0.153846153846154,0.00268916631765033
"963",0.13,0.89,0.166666666666667,0.00448583785846123
"964",0.14,0.89,0.179487179487179,0.00864587070908764
"965",0.15,0.89,0.192307692307692,0.00620112367387852
"966",0.16,0.89,0.205128205128205,0.00206372821812543
"967",0.17,0.89,0.217948717948718,0.00276999954751536
"968",0.18,0.89,0.230769230769231,0.00848475758311683
"969",0.19,0.89,0.243589743589744,0.00822064450770921
"970",0.2,0.89,0.256410256410256,0.00419579204830969
"971",0.21,0.89,0.269230769230769,0.000567187137377723
"972",0.22,0.89,0.282051282051282,0.00345611764359756
"973",0.23,0.89,0.294871794871795,-0.000971519488348967
"974",0.24,0.89,0.307692307692308,0.00761827142662689
"975",0.25,0.89,0.32051282051282,0.00497128858553469
"976",0.01,0.9,0.0125,0.0030944533189492
"977",0.02,0.9,0.025,0.000693903080821587
"978",0.03,0.9,0.0375,0.00625287061672912
"979",0.04,0.9,0.05,0.0109901147385578
"980",0.05,0.9,0.0625,0.00477578225363455
"981",0.06,0.9,0.075,0.00953287721696555
"982",0.07,0.9,0.0875,0.000576082509715937
"983",0.08,0.9,0.1,0.0058045305649556
"984",0.09,0.9,0.1125,0.00443890045531715
"985",0.1,0.9,0.125,0.00450790069374704
"986",0.11,0.9,0.1375,0.00364875720324776
"987",0.12,0.9,0.15,0.00370264824106762
"988",0.13,0.9,0.1625,0.00806265216569113
"989",0.14,0.9,0.175,0.00553368196051967
"990",0.15,0.9,0.1875,0.00296969265800943
"991",0.16,0.9,0.2,0.0011746449642942
"992",0.17,0.9,0.2125,0.00105667464596094
"993",0.18,0.9,0.225,0.0271018225651297
"994",0.19,0.9,0.2375,0.00268655386069764
"995",0.2,0.9,0.25,0.00469888735259977
"996",0.21,0.9,0.2625,0.00513339271948985
"997",0.22,0.9,0.275,0.000964660696237461
"998",0.23,0.9,0.2875,0.00577108690179878
"999",0.24,0.9,0.3,0.00338805084073899
"1000",0.25,0.9,0.3125,0.000622482313499241
