1,-0.4440360254,3.1209636845,0.3974194776,1.2473803078,-0.7461477261,-0.4064496089,-0.9841917786,0.8513993466,0.0802118136,-1.0761679316,0.8621705756,-0.1023600069,-0.3767160179,0.24899161,-0.4264662333,1.8705055755,1.7878872409,0.596310024,0.8427691603,-0.5909026019,-0.775181255,1.6697342567,0.0861072869,0.0474915672,2.9492111261,0.5767953787,1.0948506186,0.2600830226,0.1566680785,-0.2462924579,-0.7153513853,-0.1962699679,-0.4873990307,0.1596613518,1.6189531317,-0.385460941,0.3063872123,0.4280044428,0.4272501119,0.3858959338,-0.653174431,1.4024503841,-1.1828998699,-0.5058963475,-0.1607863003,-0.1716052441,1.0647109092,0.0038959803,-0.3651091895,0.1573067163,1.1875373701,0.0476615579,-1.4151090255,-0.2545867083,-0.579373627,0.0135987286,0.5456963049,-1.1429151227,-1.2673452035,-0.4976501797,0.6253491121,0.117122732,0.1836874731,-1.3565773048,0.0488670685,-0.0582870892,-1.9571632839,0.8714715781
1,0.329060704,-1.5425779518,0.0611857578,0.6064064093,0.6334168843,0.3930209721,0.0249425265,1.3114164727,0.6597714223,-0.16296724,-0.6626925702,-0.267946243,-0.4753516878,0.3913634907,-0.5679113779,-0.5418075758,1.4879146276,-0.6707694648,-1.5360792438,0.7695981105,0.3366802911,2.6004340854,-0.5972351333,-0.575208653,-0.2309307372,0.8453045717,-0.9126832715,0.6959952346,1.028766849,1.757911742,-0.3525843904,0.646509562,-0.7698952835,1.7071319201,0.3703317928,-0.2922734976,2.4593171398,0.9048565508,-1.330685684,0.9754905568,-0.653174431,1.2474950104,0.1042433026,1.4029987378,0.1473393714,1.3502911537,-0.5708010065,0.3057086816,-0.3497023429,-1.7870192037,0.1842968748,0.2945915175,0.5068953951,1.4329128879,0.6167607232,-0.8704687007,0.3260630505,1.04891545,-1.6556892206,0.6212000691,0.5708030459,-0.5146901236,1.3706732979,-0.9022549272,-1.0733939641,1.4876421161,0.0935210656,-0.0947695287
1,-0.9210531564,1.4572845052,0.7551149241,-0.3422349605,0.0606512201,1.5375262247,-0.1096087142,0.8736582398,0.5220542876,-0.9470284399,-0.1797042435,-0.0839615362,1.3929239407,0.5906841239,-0.3147990139,0.9806609548,-0.2608618842,1.2371880667,0.4451518478,-0.2198569531,-1.8696699644,1.1742537723,0.6694483774,0.6120731001,0.9216038978,0.7619741325,0.3389775344,0.9769164378,0.2071200735,0.5402631526,-0.064614714,0.2869236292,0.1794773695,-0.2238997292,0.2870903702,1.1676631159,0.6889636106,-0.7035090339,0.0791098856,-0.2289670302,0.4391950737,-0.1673149239,0.4600389763,0.0532749401,-0.2826034263,-0.5640439378,-0.5021344757,-1.182776686,1.0461579544,0.6863749938,0.1775182228,-0.0408605032,0.6749027745,-0.001912972,-0.2120567793,0.5040302952,0.4841989937,0.8828676794,-0.5282388482,0.2989711974,-0.0447882726,0.4231570839,0.5770082197,0.4763784945,-0.8839677388,0.6178368457,-0.3317360576,0.6680523977
1,0.329060704,0.8110259264,-0.6542051354,0.6833232771,1.0953246779,0.2836197347,1.1602186198,0.5249355797,-0.074719963,-0.4304704729,-1.0490832316,1.6086977669,0.8243183147,-0.4486306059,-0.4450774366,0.2507102894,1.819799221,0.3174546925,-1.9336965563,0.5045655042,0.1455790879,0.3640762235,-0.1138953726,0.9358772146,0.9258725446,-0.8398220881,-0.0267675063,-0.1564553133,1.2882342518,0.6839608122,1.0835241256,0.1483332177,0.7676253057,-0.362775293,1.4405786547,-0.90187469,0.6814621126,0.8886920726,1.6612521018,0.7817666092,1.3046878351,1.2205462497,-0.4503793652,0.1689655513,0.4841278962,0.1059733442,0.552833134,0.5800838646,-0.032321304,0.5673346314,0.1232890069,-0.3064266862,-2.2013835612,1.0719504074,1.5491804136,0.794417407,-0.042920817,-0.5783527024,-0.9207586075,-0.1217164961,0.072096155,-0.0013421785,1.2723431112,1.604351294,0.4777566351,-0.2061891999,0.0037445618,0.660787427
1,0.4167879924,-1.0666172417,0.5977289277,-0.7780972115,1.5849469392,0.3172816539,-0.0843803566,0.3691233273,0.0457825299,1.8294706325,-0.9800848992,0.7347704093,-0.7828628937,-0.092700904,0.485482725,0.5079310001,-1.352251605,-1.1453127483,0.3080424297,-0.3523732562,-1.0531466415,-1.1625393229,-0.7472371279,-1.0899741683,0.4392468098,-0.423169892,-0.9208109391,-0.2823855079,0.2143275013,-0.7000745409,1.3453147404,-1.0652693053,-0.3392042751,-0.6008476881,-0.9496393369,-0.6689060814,-0.3087356241,-0.3559727518,1.9473475353,-1.3155056925,-0.8464398049,0.735468558,0.4862004229,0.159324667,-0.0103063211,0.8812790563,-1.3448600812,-1.3542611754,-0.639351058,-0.3982149751,-1.2324413921,-0.4741526966,-0.9178071824,-0.1823942122,0.2776990177,-1.6383812852,-0.0780621377,-0.3043738809,-0.382087874,-0.9093870713,-1.5409089455,0.2553317941,0.3803478464,0.4998779278,-1.1627459571,0.2199097382,-0.4876636694,0.421043393
1,-1.9025021958,-0.891952761,-0.2678940531,-0.2140401808,0.5749085637,-0.3812031695,-1.2196564498,-0.0315367503,-1.5264880919,-0.9931496869,1.4072574014,-1.0130843058,0.0584413489,0.4127192729,-1.8744178448,-0.3332502429,0.4092896988,-1.1061751579,0.2737650752,-0.0254997084,0.3366802911,-0.044360392,0.2111089492,-0.450668609,-0.6151089489,1.2249210171,0.8997865969,-0.3308201981,0.1638755063,0.2755569375,0.4701861136,-0.3760629342,-0.4827679445,-0.1709947525,0.2811445543,-1.1309604884,1.2290714669,-0.4206306647,0.5134234352,0.4448553961,-0.1406010481,1.7190983218,-1.8317037455,-0.1009792082,-0.447414832,-0.0758884895,-0.1588018217,1.2523030629,-1.3942865389,0.0250396469,0.3334272187,-0.7350598238,-0.2793791406,-0.6967657469,0.6921077689,1.0138210026,1.0640307854,0.0111168834,-1.2715209456,0.2631679895,0.7811950156,-0.5344342754,0.2468997359,0.2413841613,0.2311451343,-0.8224479948,-0.1143824168,0.2539490662
1,-0.5372462694,0.5271961452,1.1557338243,1.1191855281,0.3162401993,0.3256971337,-0.0675614515,1.0814079096,-0.2353899536,0.8148031974,1.3037599029,1.6914908849,0.7198805466,0.7330560047,-0.3334102172,1.5715733982,1.813416825,-0.1375197957,0.6645269168,0.451558983,1.5614652755,0.076161888,2.0778004385,0.4709277169,-0.235199384,1.8452698424,-0.3274912064,0.8316123672,-0.2973998764,-0.0420905206,-1.5755205485,-0.6944463122,0.7768874779,1.1913083974,0.1503366045,0.2396714919,-0.7813299984,1.8181495713,1.1786814912,0.4195870551,0.0946785376,0.8432636006,-0.7695490137,1.0655677884,-0.1249577338,1.2450027237,0.6027724292,0.6349589012,0.9413913979,1.8172584371,0.3469845227,0.0243662786,0.5001750999,-0.5072604447,1.2477922308,1.0202740495,1.9425638033,0.7251222972,0.0772437592,-0.193322912,-0.1382958147,0.0973785802,-0.2236804432,0.6643739611,-0.3835965778,0.2339956535,-0.4215125613,1.1548054365
1,-0.0876439161,1.2607869644,1.0627330082,-0.5131613334,0.0976038436,-0.3559567301,0.2267693875,0.0797577157,-0.292772093,2.2537861053,0.1790870849,1.1671344704,-0.6668209292,-0.1638868444,0.7311506077,0.6817287776,-0.8033655466,-0.9104872059,0.0749564189,-0.802928687,0.1195198329,-1.2696702385,0.1111076194,0.0973075848,0.0038448366,0.0305180549,0.7047225752,1.01566419,0.3512686306,0.2604308681,-1.1491758328,0.0884022289,0.7907807362,-0.2768047059,0.7687014581,-0.0437736485,0.2013662403,0.0804681607,1.1993630888,0.3522048125,0.9937826684,-0.8612455106,0.0205266735,1.6729434973,0.8782421274,0.9482807845,0.3031366583,-0.8535264664,2.2324851387,0.646694873,1.234987934,0.7045884318,1.2326872742,0.4041698185,1.144190043,0.342704122,0.0449324848,1.4059181569,0.0062561432,-0.0411592782,0.9526255094,0.9167608773,0.6331968978,2.0743399605,-1.0805421235,-0.0547656104,0.23527344,0.3048038613
1,-0.6085246913,-1.7827416128,-1.6986758394,-0.9233846285,-1.3928186372,-2.9395090284,-0.5048529837,-1.5970789052,-0.8665934879,-0.4396947223,-0.1866040768,-0.7923026575,-0.2838824463,-1.0465925053,0.2807594895,-1.3690849966,-0.3438330325,0.1755809274,-1.5703565983,-0.0696718095,-0.1584455536,-0.3925358675,-0.3805655854,-0.2431018689,-1.0120931009,0.0490359303,-0.3518742091,-0.9023495426,0.2719869242,-0.9496546866,-0.2852668037,-1.0577779317,-0.1446986584,-0.0717979212,-0.8426146507,0.8143273929,-0.6313000383,1.1958171591,-0.8446681404,-2.7558011286,0.4055837043,0.445769381,-0.7224584098,0.2942970468,-0.7770376436,-0.085460165,-1.413526612,-2.2802774179,0.4730232628,-0.8677630715,-1.3137852161,-0.4229030823,-1.2336610558,0.6658676169,-0.1461281143,-0.5736285419,-0.1747007697,0.5756793036,0.7161323036,-0.7661742394,0.2045651729,0.0578902767,-0.1042795022,0.5233773611,-1.2235053124,-0.491428985,0.008469641,-0.2037440896
1,1.0692597002,-1.9443062575,0.1899561186,-0.3165960045,2.0961248975,-0.7178223614,0.3865489858,-1.6564359537,-0.6944470694,0.2336754846,0.0341905869,-0.4795286559,-1.3166559304,-0.6621884271,-2.9389786696,-0.764268731,1.0156173215,-0.3576687417,-0.2678171263,0.999293036,0.0065963946,-1.1089738651,0.2444427258,-0.6499326794,-1.618240946,0.3730987495,-0.1811931901,-0.1758291894,-1.1550837912,0.903288819,-0.782668972,-1.1589114753,-0.4318259973,0.0075595439,-1.0566640231,-0.494179625,-0.7438225083,0.0158102477,-0.9239475979,-0.8101388728,0.960171299,0.0819611122,-1.9206526639,0.4485511951,0.0183565321,0.4026952834,-1.5508596736,-1.1621985473,-1.653121561,0.5012010967,0.4622216066,-0.1899502902,0.2246429976,3.048219988,-0.937272094,-2.6127913715,-0.1922714301,-0.5202359827,-0.277694321,-0.7303710315,-0.5902489346,-0.7417478686,-0.4695059099,-0.6280948717,0.0381448294,0.5368428327,1.4968695721,-0.1020344994
